id,diary_id,user_id,parent_comment_id,content_text,media_url,like_count,reply_count,status,created_at,updated_at
54,54,157,53,更像一次出行后的随手记录，不像专门写出来的攻略。,,1,0,1,2026/3/15 17:09,2026/3/15 17:09
55,55,52,55,评论区可以继续补充交通信息，正文已经把体验部分写到了。,,7,0,1,2026/3/22 17:39,2026/3/22 17:39
56,56,55,55,短日记不一定信息少，对判断景点是否顺路挺有用。,,1,0,1,2026/5/4 12:32,2026/5/4 12:32
57,57,108,57,这种分享比单纯五星更有说服力，至少知道好在哪里。,,10,0,1,2026/4/6 11:19,2026/4/6 11:19
58,58,45,57,表达比较自然，像朋友发来的出行建议。,,1,0,1,2026/5/2 18:19,2026/5/2 20:19
59,59,37,59,建议作者下次补一下花费和停留时长，会更方便别人参考。,,0,0,1,2026/4/26 18:12,2026/4/26 18:12
60,60,33,59,看完大概知道怎么走、不该期待什么，这就够了。,,7,1,1,2026/6/8 20:13,2026/6/8 20:13
61,61,64,61,看完会想继续问两句，比如花费和具体入口。,,0,0,1,2026/4/24 20:49,2026/4/24 20:49
62,62,130,61,作者写得像出行后的回忆，不像景点宣传。,,2,0,1,2026/6/10 13:55,2026/6/10 13:55
63,63,120,63,如果能加上当时的人流情况，参考价值会更高。,,2,0,1,2026/4/17 19:11,2026/4/17 19:11
64,64,146,63,下面多几个追问和补充，就有点社区聊天的感觉了。,,2,0,1,2026/5/24 18:13,2026/5/24 18:13
65,65,67,65,作者提到的体验细节挺具体，拿来参考比看简介管用。,,0,0,1,2026/6/10 21:55,2026/6/10 21:55
66,66,58,65,如果配上地图轨迹，会比单独读文字更容易理解。,,2,0,1,2026/6/10 12:21,2026/6/10 12:21
67,67,29,67,看完能大概判断这个地方合不合自己，后面可以继续补避坑点。,,0,0,1,2026/3/5 7:58,2026/3/5 7:58
68,68,111,67,标题和正文对应得比较好，搜到的时候不容易误点。,,3,0,1,2026/1/17 19:10,2026/1/17 19:10
69,69,70,69,这种补充多几条，后面的人就不容易只看评分下判断。,,2,0,1,2026/4/2 9:18,2026/4/2 9:18
70,70,81,69,作者没有把行程写得太满，普通人照着看也不会有压力。,,0,0,1,2026/5/28 20:40,2026/5/28 20:40
71,71,175,71,短日记也能有价值，重点信息够了。,,2,0,1,2026/6/12 11:38,2026/6/12 11:38
72,72,132,71,评论区如果有人补充交通方式，会让记录更完整。,,0,0,1,2026/3/23 12:21,2026/3/23 12:21
73,73,92,73,读起来像一次真实踩点，和同目的地其他日记一起看更全面。,,2,0,1,2026/6/6 20:18,2026/6/6 20:18
74,74,72,73,优点是没有堆形容词，实际信息比较清楚。,,4,0,1,2026/4/10 9:08,2026/4/10 9:08
75,75,124,75,下面如果有人追问时间和花费，内容会更完整。,,1,0,1,2026/6/9 19:52,2026/6/9 19:52
76,76,24,75,像朋友随手写的游记，不端着，读起来舒服。,,1,0,1,2026/6/3 14:36,2026/6/3 14:36
77,77,31,77,建议后面补一下同行人数，因为不同人群体验差别会挺大。,,3,0,1,2026/5/22 12:28,2026/5/22 12:28
78,78,164,77,作者写的提醒不是很长，但正好能帮助别人减少试错。,,1,0,1,2026/2/8 11:55,2026/2/8 11:55
79,79,10,79,比普通评分更有信息量，能看出作者为什么会这样评价。,,1,0,1,2026/3/4 5:07,2026/3/4 5:07
80,80,171,79,如果结合图片和轨迹，游记读起来应该会更完整。,,1,0,1,2026/6/9 8:05,2026/6/9 8:05
81,81,146,81,鹿世界这种地方还是亲子更合适，成年人单独去可能会觉得内容少。,,5,0,1,2026/4/3 10:48,2026/4/3 10:48
82,82,101,81,姚家园公园写得像附近居民散步记录，不像硬凑出来的景点攻略。,,1,0,1,2026/5/28 16:50,2026/5/28 16:50
83,83,61,83,京浪岛公园这种点最好补交通方式，不然别人很难照着去。,,2,0,1,2026/5/28 18:52,2026/5/28 18:52
84,84,116,83,鹰山森林公园如果写上爬升和路况，会比单纯说上午去过更有用。,,0,0,1,2026/4/18 15:31,2026/4/18 15:31
85,85,153,85,拉斐特城堡公园适合拍照，但读完还是想知道门票和开放情况。,,8,0,1,2026/3/10 18:34,2026/3/10 18:34
86,86,21,85,燕墩公园的小记很轻，适合判断是不是顺路散步点。,,1,0,1,2026/3/7 12:59,2026/3/7 12:59
87,87,110,87,第四次世界妇女大会纪念公园这个名字就有背景，正文可以再多写一点。,,2,0,1,2026/6/9 19:01,2026/6/9 19:01
88,88,34,87,爱情海玫瑰文化博览园更看季节，评论里如果有人补花期就好了。,,29,0,1,2026/3/14 12:45,2026/3/14 12:45
89,89,44,89,顺成公园这种小记适合附近生活参考，别当远途攻略看。,,1,0,1,2026/4/14 21:03,2026/4/14 21:03
90,90,71,89,十三陵献陵如果不讲背景会显得冷清，作者可以多写点历史感受。,,6,0,1,2026/5/15 9:27,2026/5/15 9:27
91,91,68,91,卢沟桥那篇要是补上博物馆和桥一起看的顺序就更完整。,,1,0,1,2026/5/21 13:40,2026/5/21 13:40
92,92,27,91,德胜门箭楼适合配讲解看，随手记里提到的方位信息挺实用。,,0,1,1,2026/5/19 18:47,2026/5/19 18:47
93,93,67,93,柳沟民俗旅游度假区更适合周末慢慢玩，午后那段写得有生活气。,,1,0,1,2026/4/24 14:11,2026/4/24 14:11
94,94,113,93,保和殿流水账反而挺真实，故宫里很多人就是一路走到这儿才开始累。,,0,0,1,2026/5/1 3:44,2026/5/1 3:44
95,95,167,95,京东大溶洞如果能补一下洞内温度和鞋子建议，会更适合出发前看。,,0,0,1,2026/5/24 17:21,2026/5/24 17:21
96,96,10,95,垡头科普文化公园听起来更像社区科普点，别按大型公园期待。,,4,0,1,2026/6/12 13:37,2026/6/12 13:37
97,97,26,97,碧水风荷公园这种下午游记最好加季节，荷花类景观差别很大。,,2,0,1,2026/3/2 21:46,2026/3/2 21:46
98,98,25,97,梁启超墓那篇适合历史爱好者看，普通游客可能需要更多背景。,,6,0,1,2026/4/4 21:21,2026/4/4 22:41
99,99,93,99,北京温泉公园如果写清是散步还是泡温泉相关，读者会少误会。,,11,0,1,2026/3/9 1:13,2026/3/9 1:13
100,100,158,99,民族文化宫这类点很看展览内容，作者如果补展名就更好了。,,3,0,1,2026/1/22 20:19,2026/1/22 20:19
101,101,83,101,桥舍画廊的上午听着很安静，适合喜欢小展的人参考。,,0,0,1,2026/2/24 8:02,2026/2/24 8:02
102,102,165,101,大兴古桑国家森林公园应该很看季节，文里如果有花果时间会更有用。,,1,0,1,2026/4/25 8:38,2026/4/25 8:38
103,103,141,103,棺材山这个名字太特别了，评论区肯定会有人问路况和安全。,,1,0,1,2026/1/21 9:38,2026/1/21 9:38
104,104,137,103,盘龙瀑这种自然景区最好写清有没有水，季节差异会很大。,,3,0,1,2026/5/17 19:59,2026/5/17 19:59
105,105,38,105,北京射击馆更像体验型目的地，预约和开放信息比风景重要。,,4,0,1,2026/4/18 11:27,2026/4/18 11:27
106,106,54,105,首都体育馆那篇如果补上活动信息，会比单纯说去了更有参考性。,,2,0,1,2026/2/10 7:20,2026/2/10 7:20
107,107,72,107,康心体育乐园适合亲子或运动安排，游记可以多写适合年龄。,,0,0,1,2026/4/23 10:52,2026/4/23 10:52
108,108,16,107,琦峰山国家森林公园的回忆听起来挺完整，最想知道的是步道难度。,,0,0,1,2026/4/29 5:54,2026/4/29 5:54
109,109,153,109,鳞龙山这种自然风景区要是补几张图，判断值不值得去会容易很多。,,2,0,1,2026/6/10 6:09,2026/6/10 6:09
110,110,7,109,国家图书馆游记不一定要写景，写借阅和展览体验也挺有用。,,1,0,1,2026/5/23 11:27,2026/5/23 11:27
111,111,98,111,Art Once自助画室这种点要看同行人，自己去和朋友去体验差很多。,,4,0,1,2026/5/2 16:45,2026/5/2 16:45
112,112,23,111,传奇小剧场最好写清看的是哪场演出，不同剧目差别太大。,,0,0,1,2026/5/24 21:12,2026/5/24 21:12
113,113,43,113,墙子路长城游记如果路况写得再细一点，就能直接当出行提醒。,,2,0,1,2026/2/7 7:04,2026/2/7 7:04
114,114,150,113,东岳娘娘庙那段读起来安静，适合喜欢小众庙宇的人。,,0,0,1,2026/6/6 13:00,2026/6/6 13:00
115,115,3,115,富国海底世界这条适合带娃前看，最好再补一下排队情况。,,1,0,1,2026/2/5 13:07,2026/2/5 15:28
116,116,39,115,中国评剧大剧院得看具体剧目，游记里如果提票价就更实用。,,1,0,1,2026/5/13 23:34,2026/5/13 23:34
117,117,119,117,梅兰芳大剧院这种地方更适合写观演体验，不只是场馆外观。,,2,0,1,2026/6/10 13:27,2026/6/10 13:27
118,118,91,117,福海文博园听着偏小众，读者最需要知道的是开放和交通。,,2,0,1,2026/5/6 13:36,2026/5/6 13:36
119,119,174,119,蓝天牧场如果是亲子向，最好写清能不能近距离接触动物。,,2,0,1,2026/3/19 22:51,2026/3/19 22:51
120,120,51,119,中华小吃博物馆这个题材很有意思，游记可以多写展品而不是只写到此一游。,,2,0,1,2026/3/15 19:59,2026/3/15 19:59
121,121,113,121,延庆迎宾公园适合顺路散步，远途专门去可能不太值。,,0,0,1,2026/4/26 2:03,2026/4/26 2:03
122,122,42,121,贡院这种点最好补科举背景，不然读者看完容易没概念。,,1,0,1,2026/6/8 17:07,2026/6/8 17:07
123,123,116,123,德胜公园那条像附近居民散步记录，轻松但信息不多。,,0,0,1,2026/2/19 10:34,2026/2/20 17:44
124,124,137,123,姚家园公园这条和前一条角度不同，能看出它更偏日常休闲。,,1,0,1,2026/1/23 21:25,2026/1/23 21:25
125,125,55,125,北京国际核桃庄园要看采摘季，平时去可能会有落差。,,40,0,1,2026/5/3 14:43,2026/5/3 14:43
126,126,93,125,百川山庄如果是住宿和吃饭为主，游记最好别只写风景。,,3,0,1,2026/5/19 18:39,2026/5/19 18:39
127,127,25,127,金地庄园适合周末轻度出行，具体活动比地点本身重要。,,2,0,1,2026/6/12 17:58,2026/6/12 17:58
128,128,112,127,林白水故居这种近代人物点，写一点人物背景会让游记耐看很多。,,0,0,1,2026/5/10 11:57,2026/5/10 11:57
129,129,152,129,齐白石故居半天其实够了，喜欢胡同院落的人会更有感觉。,,1,0,1,2026/3/3 21:07,2026/3/3 21:07
130,130,16,129,英雄大道这条如果写清纪念主题，读者会更容易判断要不要去。,,3,0,1,2026/6/5 13:08,2026/6/5 13:08
131,131,142,131,奇域梦相4D艺术馆听起来适合拍照，评论区应该会有人问出片程度。,,0,0,1,2026/3/14 1:08,2026/3/14 1:08
132,132,8,131,金源娱乐园这种点更适合临时娱乐，不像传统景点需要认真逛。,,8,0,1,2026/6/2 18:27,2026/6/2 18:27
133,133,78,133,环球那篇如果补一下项目排队和餐饮花费，参考价值会更高。,,5,0,1,2026/3/12 7:09,2026/3/12 7:09
134,134,84,133,北京孔庙适合慢慢看碑刻和院落，作者这个角度可以再展开。,,0,0,1,2026/5/21 17:14,2026/5/21 17:14
135,135,122,135,永定楼如果天气好应该很出片，游记最好补一下视野和交通。,,4,0,1,2026/4/2 21:18,2026/4/2 21:18
136,136,158,135,昆明湖写得越具体越好，颐和园太大了，光说去了没法复用。,,1,0,1,2026/4/14 18:47,2026/4/14 18:47
137,137,76,137,朝宗桥公园这种流水账适合附近居民参考，远途游客用处有限。,,19,0,1,2026/5/11 12:10,2026/5/11 12:10
138,138,144,137,珍珠湖景区很看天气和水量，评论里最好有人补近期状态。,,3,0,1,2026/5/19 11:17,2026/5/19 11:19
139,139,57,139,独秀峰这条如果加上爬山耗时，会比单纯描述风景更实用。,,2,0,1,2026/6/10 18:48,2026/6/10 18:48
140,140,25,139,北京孔庙流水账也挺好，至少能看出真实参观节奏。,,3,0,1,2026/4/27 22:50,2026/4/27 22:50
141,141,127,141,昆明湖这条适合提醒大家别贪心，湖边走多了真的耗体力。,,2,0,1,2026/4/19 20:23,2026/4/19 20:23
142,142,115,141,昊天公园游记如果多写儿童设施和停车，会更适合家庭参考。,,3,0,1,2026/3/9 13:02,2026/3/9 13:57
143,143,38,143,妙峰山樱桃沟这个题材很看花期，日期信息比形容词重要。,,5,0,1,2026/6/2 11:40,2026/6/2 11:40
144,144,83,143,老张头葡萄园要看采摘季，作者如果补价格会更实在。,,3,0,1,2026/4/10 21:14,2026/4/10 21:14
145,145,82,145,京香绿谷采摘园这条适合出发前看，最好再补停车和采摘品种。,,3,0,1,2026/5/18 22:06,2026/5/18 22:06
146,146,35,145,北京市方志馆这种地方信息量大，写得太短会有点可惜。,,0,0,1,2026/4/15 19:00,2026/4/15 19:00
147,147,104,147,和敬公主府适合喜欢公主府和清代故事的人，普通人可能看得快。,,1,0,1,2026/3/15 3:36,2026/3/15 3:36
148,148,170,147,北顶娘娘庙这条如果补上周边奥森路线，会更好安排。,,1,0,1,2026/3/2 19:34,2026/3/2 19:34
149,150,129,149,皇城根遗址公园适合走路串联，作者写流水账反而符合体验。,,2,0,1,2026/4/13 5:56,2026/4/13 5:56
150,151,117,149,自来水博物馆很适合科普向游记，最好写一下展厅亮点。,,0,0,1,2026/3/20 18:21,2026/3/20 18:21
151,152,48,151,万寿西宫公园这条适合附近散步参考，目的地属性不用写太重。,,3,0,1,2026/5/16 19:59,2026/5/16 19:59
152,153,119,151,亢山公园如果爬坡不多，适合轻松走；希望作者下次补路况。,,0,0,1,2026/6/3 16:07,2026/6/3 16:07
153,154,126,153,翠湖国家城市湿地公园很看季节和鸟况，日期最好保留。,,5,0,1,2026/6/12 14:35,2026/6/12 14:43
154,155,14,153,御康公园听起来偏社区日常，短评比长攻略更适合。,,1,0,1,2026/6/1 18:21,2026/6/1 18:21
155,156,107,155,半月公园如果写清入口和环线，会方便第一次去的人。,,0,0,1,2026/4/6 20:07,2026/4/8 1:41
156,157,119,155,丰台科技园生态主题公园适合周边上班族散步，别当远途景点。,,18,0,1,2026/3/22 9:14,2026/3/22 9:14
157,158,134,157,中国航天博物馆这个题材很硬核，作者可以多写展品印象。,,1,0,1,2026/4/28 11:18,2026/4/28 12:59
158,159,111,157,民族文化宫博物馆适合慢慢看展，游记里如果补展览名就更清楚。,,0,0,1,2026/4/24 17:40,2026/4/24 18:53
159,160,96,159,国家话剧院要看具体演出，场馆随手记只能解决一半问题。,,4,0,1,2026/5/6 5:11,2026/5/6 5:11
160,161,136,159,国家话剧院小剧场那条最好补具体剧名，不然别人没法判断值不值。,,1,0,1,2026/6/6 17:27,2026/6/6 17:27
161,162,147,161,曲棍球场这种点很看活动安排，平时去可能只是路过。,,2,0,1,2026/1/12 18:13,2026/1/12 18:13
162,163,1,161,九眼楼自然风景区看起来体力要求不低，建议作者补一下耗时。,,0,0,1,2026/4/2 21:43,2026/4/2 21:43
163,164,106,163,园博会那篇如果能写清哪个门进，会比单纯说周末去过更有用。,,0,0,1,2026/5/9 12:45,2026/5/9 12:45
164,165,180,163,纳波湾月季园最看花期，标题里带上月份会更直观。,,3,0,1,2026/6/11 22:37,2026/6/11 22:37
165,166,125,165,京艳庆丰果树种植场这种地方最好写采摘品种，不然很难参考。,,3,0,1,2026/3/31 13:58,2026/3/31 13:58
166,167,174,165,天坛温泉康乐城的体验最好写清是泡汤还是住宿，不然信息有点散。,,0,2,1,2026/5/19 2:03,2026/5/19 2:03
167,168,135,167,康庄公园流水账适合附近居民看，远一点的人可能需要交通信息。,,1,0,1,2026/5/31 19:50,2026/5/31 19:54
168,169,30,167,国际企业文化园听起来更像园区散步，游记最好补开放范围。,,10,0,1,2026/6/1 15:10,2026/6/1 15:10
169,170,142,169,姚家园公园又出现一次，说明它更像日常散步点而不是热门景点。,,13,0,1,2026/1/26 21:37,2026/1/26 21:37
170,171,180,169,翠城公园这条如果补儿童设施和树荫情况，会更适合家庭参考。,,2,0,1,2026/4/20 22:44,2026/4/20 22:44
171,172,75,171,精灵谷自然风景区最好写清路况，名字听着轻松但山路未必轻松。,,2,0,1,2026/4/10 18:37,2026/4/10 18:37
172,173,46,171,海淀博物馆游记适合补展品亮点，单纯说去了有点可惜。,,2,0,1,2026/4/5 9:45,2026/4/5 9:45
173,174,53,173,工艺美术馆半天应该能看不少东西，最好写一下最喜欢的展区。,,2,0,1,2026/1/26 5:46,2026/1/26 5:46
174,175,25,173,民航博物馆题材很明确，飞机迷会比普通游客更喜欢。,,1,0,1,2026/4/25 1:50,2026/4/25 1:50
175,176,1,175,中关村创新展示中心这条适合科技爱好者，普通游记可以再生活化一点。,,0,0,1,2026/4/5 19:12,2026/4/5 19:12
176,177,26,175,中国长城博物馆最好和长城行程一起看，单独看馆会少点现场感。,,17,0,1,2026/4/7 18:56,2026/4/7 18:56
177,178,148,177,鼓楼那条如果加上登楼排队和视野，会很适合出发前参考。,,1,0,1,2026/5/7 18:19,2026/5/7 18:19
178,179,59,177,开心农场这种点最需要季节和活动信息，评论区可以继续补。,,1,0,1,2026/4/9 11:52,2026/4/9 11:52
179,180,47,179,高里掌文化休闲园适合周边短途，游记别写得太像远途攻略。,,0,0,1,2026/4/24 6:40,2026/4/24 6:40
180,181,109,179,长阳公园半天游看起来挺轻松，适合不想太累的周末。,,3,0,1,2026/3/12 13:38,2026/3/12 13:38
181,182,4,181,杜仲公园这种点最好写清季节和植物状态，单看名字不够。,,1,0,1,2026/5/26 14:11,2026/5/26 14:11
182,183,133,181,十三陵石牌坊可以作为明陵路线开头，这条流水账方向是对的。,,0,0,1,2026/4/1 16:00,2026/4/1 16:00
183,184,147,183,元大都遗址公园游记如果写花期，会比普通散步记录更有用。,,2,0,1,2026/2/21 9:13,2026/2/21 9:42
184,185,19,183,德胜门箭楼这种点配讲解会好很多，作者可以多补历史背景。,,1,0,1,2026/2/23 11:56,2026/2/23 11:56
185,186,69,185,石景山古建筑群听起来小众，游记里写清入口会更友好。,,3,0,1,2026/5/15 19:47,2026/5/15 19:47
186,187,104,185,齐物潭公园适合附近散步，这种日常小记不用写得太用力。,,9,0,1,2026/4/1 22:06,2026/4/1 22:06
187,188,173,187,纳兰性德史迹陈列馆如果补一些人物故事，读起来会更有味道。,,1,0,1,2026/2/22 6:02,2026/2/22 6:02
188,189,13,187,小龙山公园午后去应该不累，最想知道的是树荫多不多。,,2,0,1,2026/5/10 20:34,2026/5/10 20:34
189,190,121,189,南口公园这种一个人的记录挺真实，适合判断周边休闲。,,3,0,1,2026/3/27 18:19,2026/3/27 18:19
190,191,148,189,梁启超墓值得配背景看，短评里最好少一点泛泛感受。,,1,0,1,2026/6/4 9:27,2026/6/4 9:27
191,192,173,191,念坛公园如果写水面和步道情况，读者会更容易安排行程。,,0,0,1,2026/2/18 5:56,2026/2/18 5:56
192,193,50,191,三家店蒲草湿地公园这个名字很有画面，最好补季节和蚊虫情况。,,1,0,1,2026/1/9 0:41,2026/1/9 0:41
193,194,162,193,正阳门半天游很适合和前门放一起，单独写也不会太散。,,48,0,1,2026/6/7 12:08,2026/6/7 12:08
194,195,12,193,法海寺森林公园周末游最好写清爬坡和停车，不然信息差一点。,,1,0,1,2026/5/25 15:59,2026/5/25 15:59
195,196,57,195,石景山雕塑公园更像散步加拍照，随手记挺符合这个地方。,,3,0,1,2026/6/5 19:39,2026/6/5 19:39
196,197,108,195,大屯黄草湾公园如果是社区公园，别按景区游记的标准写。,,1,0,1,2026/2/23 13:05,2026/2/23 13:05
197,198,129,197,中和殿写得再细一点就好了，故宫这种点背景信息很重要。,,0,0,1,2026/4/7 10:32,2026/4/7 10:32
198,199,48,197,铁瓦寺这种小众寺庙如果补开放时间，会避免别人白跑。,,0,0,1,2026/6/1 11:14,2026/6/1 11:14
199,200,180,199,中国民族博物馆适合认真看展，打卡式写法会浪费题材。,,0,0,1,2026/5/14 19:44,2026/5/14 20:39
200,201,43,199,坤宁宫最好结合故宫后半段一起看，作者可以写得更有顺序。,,1,1,1,2026/5/24 19:35,2026/5/24 19:35
201,202,9,201,皇极殿小记适合补宁寿宫区的动线，不然容易和其他殿混。,,1,0,1,2026/2/16 18:09,2026/2/16 18:09
202,203,18,201,静明园这种点对历史感兴趣的人会更喜欢，普通游客需要背景。,,3,0,1,2026/2/8 19:38,2026/2/9 5:08
203,204,101,203,五棵松奥林匹克文化公园适合演出前后散步，不用专门写成大景点。,,0,0,1,2026/3/5 19:45,2026/3/5 19:45
204,205,104,203,樱桃沟那篇最好写清是不是水杉林和栈道，植物园里容易走岔。,,0,0,1,2026/3/27 4:31,2026/3/27 4:34
205,206,174,205,纪晓岚故居适合喜欢清代文人故事的人，评论可以补参观时长。,,3,0,1,2026/5/22 18:31,2026/5/22 18:31
206,207,61,205,毛主席纪念堂需要注意预约和安检，游记如果写流程会很有用。,,0,0,1,2026/5/31 12:59,2026/5/31 12:59
207,208,80,207,箭扣长城不是轻松路线，作者最好把危险路段和装备写清楚。,,19,0,1,2026/3/10 11:24,2026/3/10 15:17
208,209,51,207,韩村河公园这种周末游记挺生活化，适合附近家庭参考。,,7,0,1,2026/4/15 12:48,2026/4/15 12:48
