id,food_id,user_id,parent_comment_id,content_text,media_url,like_count,reply_count,status,created_at,updated_at
35,26,158,35,君庭中餐厅在首都宾馆里面，牛肉这家做得偏清淡口，不像一般中餐厅那么重油盐。商务宴请来这里不会出错。,,1,0,1,2026/2/8 12:22,2026/2/8 12:22
36,27,181,35,食鼎轩的炙子烤肉够味儿，腌制得刚好，配着酸菜吃解腻。就是吃完身上一股烤肉味。,,1,0,1,2026/2/13 5:37,2026/2/13 5:37
37,27,141,37,如果在外地吃过真正炙子烤肉会觉得这个差点意思，不过在王府井这边算可以了。肉薄了点。,,3,0,1,2026/5/16 18:51,2026/5/16 18:51
38,28,165,37,奥华餐厅老张记是那种不起眼但味道很正的天津菜馆，虾仁独面筋是招牌。吃了一口就知道这家靠谱。,,2,0,1,2026/5/22 2:59,2026/5/22 2:59
39,29,108,39,壹条龙涮肉，肉是真新鲜，手切的厚度刚好。清汤锅底最能吃出肉的好坏，这家用的是好肉。,,2,0,1,2026/6/12 1:17,2026/6/12 1:17
40,29,161,39,冬天来的时候排了一个多小时的队……夏天就好很多。涮羊肉冬天吃幸福感翻倍。,,1,0,1,2026/4/3 19:15,2026/4/3 19:15
41,30,157,41,本纯食社主打原生态，鸡汤确实吊得不错没有味精感。但人均两百多这个价位来看菜量偏少。,,2,0,1,2026/3/9 16:23,2026/3/9 16:23
42,32,172,41,隆和居在附近算口碑老店了，菜量给得足也够味。中午饭点人巨多建议错峰。,,1,0,1,2026/3/15 4:16,2026/3/15 4:16
43,33,163,43,松鹤楼的松鼠桂鱼造型没得说，上桌的时候隔壁桌都回头看。味道也好，酸甜适中不过分甜。,,1,0,1,2026/4/22 4:24,2026/4/22 4:24
44,35,94,43,食鼎轩这家烤鸭比炙子烤肉更出彩，但我就是喜欢吃他家烤肉。蘸料调得好加分。,,3,0,1,2026/3/3 9:40,2026/3/3 9:40
45,36,150,45,奥华老张记虾仁独面筋，面筋吸饱了汤汁，咬下去汁水在嘴里爆开。就是油有点大不宜多吃。,,3,0,1,2026/4/26 7:04,2026/4/26 7:04
46,37,152,45,老北京炸酱面景山前街这家是同事带来的，说他们老北京人小时候就吃这个。酱是真有老味道。,,0,0,1,2026/3/6 2:56,2026/3/6 2:56
47,38,173,47,原鄉本味烤鸭店游客不多多，来吃的以附近居民为主我猜。烤鸭偏瘦不腻口。价格良心。,,0,0,1,2026/4/20 14:06,2026/4/20 14:06
48,39,146,47,寻常巷陌小酒馆名字很文艺实际也确实文艺。精酿种类多，适合小酌。别把它当餐厅就行。,,0,0,1,2026/6/12 13:38,2026/6/12 13:38
49,40,123,49,兆景园酒楼就是那种我爸会喜欢的老派酒楼。菜量大味道传统，没有什么花里胡哨的。炖肘子软烂入味。,,0,0,1,2026/4/26 13:48,2026/4/26 13:48
50,41,61,49,新年华家常菜，菜如其名真的就很家常。水平就在家里做得好吃的那个线上下浮动。不贵份量大。,,0,0,1,2026/1/27 9:19,2026/1/27 12:10
51,42,117,51,北景源涮肉就在故宫角楼边上，手切小黄牛肉切得薄下锅三秒就熟。蘸麻酱那一下简直了。,,0,0,1,2026/5/3 2:59,2026/5/3 2:59
52,42,50,51,冬天跑完太庙顺路来涮的，吹了冷风之后一口热涮肉下去整个人都暖了。手切黄牛肉必点。,,0,0,1,2026/3/8 20:20,2026/3/8 20:20
53,43,119,53,坤宁宫东院餐厅是在故宫里面，饭的口味一般但胜在位置。来故宫玩顺便解决一顿可以。,,0,0,1,2026/3/19 15:02,2026/3/19 15:02
54,45,178,53,隆和居干锅系列可以闭眼点，辣椒的焦香炒进豆腐里很入味。配一碗米饭就是完美的一餐。,,1,0,1,2026/6/9 8:54,2026/6/9 8:54
55,46,180,55,松鹤楼台基厂店是我在北京想吃苏帮菜时的首选。松鼠桂鱼做得漂亮酸甜汁调得好鱼炸得酥。蟹粉豆腐也好吃豆香和蟹鲜融合。环境是老牌酒楼的沉稳感不会太喧闹。家庭聚餐的好地方。,,2,0,1,2026/5/10 22:33,2026/5/10 22:33
56,47,55,55,君庭中餐厅的午市套餐性价比意外地高。几道菜加汤和甜品一个人不到两百。红烧牛肉是必点炖得烂乎入味汁浓味厚。环境气派座位间隔大不会互相打扰。首都宾馆里几家餐厅里我最喜欢这家。,,1,0,1,2026/5/2 0:35,2026/5/2 0:35
57,48,177,57,食鼎轩台基厂店主打烤鸭和私房菜。烤鸭烤得皮酥肉嫩不输那些大牌子。炙子烤肉也做得有模有样牛肉腌得好。环境干净价格亲民。附近居民聚餐常选这里。,,1,0,1,2026/6/3 21:02,2026/6/3 21:02
58,49,174,57,奥华餐厅老张记台基厂店是天津菜在北京的代表。虾仁独面筋是每次必点面筋吸饱汤汁一咬汁水四溢虾仁个头大。分量给得大方两个人三个菜吃到撑。环境就是普通饭馆但味道过硬回头客多。,,3,0,1,2026/2/22 9:35,2026/2/22 18:35
59,50,91,59,渔蓝海鲜火锅藏在首都宾馆一层大堂吧角落环境安静私密。海鲜新鲜是招牌虾上来还在动。涮完海鲜锅底变成超鲜的海鲜汤下点面条进去是隐藏吃法。价格不算便宜但海鲜品质对得起这个价。,,1,0,1,2026/5/11 14:50,2026/5/11 14:50
60,56,37,59,酒还行，菜一般。,,2,0,1,2026/5/23 19:59,2026/5/23 19:59
61,57,164,61,兴隆晓Bistro环境小资，适合约会。,,3,0,1,2026/4/11 2:52,2026/4/11 2:52
62,58,111,61,前门小院环境好，菜就凑合。位置方便。,,1,0,1,2026/2/18 17:55,2026/2/18 17:55
63,58,6,63,就冲这院子也值了。藏在胡同里不太好找，进来别有洞天。夏天坐院子里吃饭特别舒服，秋天应该更好。点了几个菜都不踩雷，茄子烧得软烂入味。就是上菜慢了点，服务员说周末人多厨房忙不过来。人均也不贵，下次带家里人来。,,3,0,1,2026/3/7 1:32,2026/3/7 1:32
64,59,129,63,十二面馆的面是真手工拉的，吃出来了。,,2,0,1,2026/4/7 5:42,2026/4/7 7:10
65,60,162,65,冰粉不错。,,3,0,1,2026/4/27 12:47,2026/4/27 12:47
66,61,173,65,隅田川就那样。,,3,0,1,2026/5/29 16:31,2026/5/29 16:31
67,62,18,67,為水的手冲可以，豆子新鲜。前门这边难得有家正经做咖啡的不容易。,,2,0,1,2026/5/6 0:46,2026/5/6 0:46
68,63,180,67,利群烤鸭店胡同里的小店但是名气大。鸭子皮酥肉嫩没话说，就是环境比较有年代感了，椅子有点晃。第一次来的话建议让服务员片好了上，自己弄容易搞得到处是油。吃完手都是香的。,,2,0,1,2026/3/6 14:11,2026/3/6 14:11
69,63,139,69,鸭子是好鸭子。,,2,0,1,2026/5/18 5:20,2026/5/18 5:20
70,64,79,69,福叁咖啡西兴隆街店藏在胡同里环境很有设计感。拿铁做得不错奶泡绵密拉花稳定。热巧克力也是冬天很受欢迎的选择。坐在二楼窗边可以看到胡同里的人来人往。适合安静的午后。,,3,0,1,2026/6/7 10:51,2026/6/7 10:51
71,65,72,71,ZhazhaBistro牛肉是招牌，但我想说他家的甜品才是隐藏MVP。焦糖布丁超预期。,,1,0,1,2026/5/10 17:42,2026/5/10 17:42
72,66,169,71,白记肉饼皮薄馅大一口下去全是汁水。,,3,0,1,2026/5/31 4:53,2026/5/31 4:53
73,67,25,73,芥末墩儿这道菜真的两极分化严重，我朋友吃了直接掉眼泪说太呛了，我倒觉得特别过瘾。涮肉之前来一口开胃刚好。,,2,0,1,2026/6/1 3:01,2026/6/1 3:01
74,68,56,73,平安锅贴皮煎得金黄酥脆里面的馅又嫩又鲜。一般我点茴香猪肉的配碗小米粥就是完整一餐。去的都是附近居民游客反而少。,,3,0,1,2026/1/18 4:07,2026/1/18 13:31
75,69,92,75,羊城美食前门店主打粤菜虾饺是看家本领。虾饺皮薄透亮能看到里面粉色的虾仁。干炒牛河也做得不错锅气足。环境简单就是粤菜馆子的样子。在前门这块算是性价比很高的粤菜选择。,,2,0,1,2025/12/30 9:00,2025/12/30 9:01
76,70,119,75,鸡翅烤得可以，咸淡刚好。,,2,0,1,2026/6/5 8:59,2026/6/5 8:59
77,71,6,77,内蒙串吧肉串大，晚上饿了来几串配啤酒。,,4,0,1,2026/5/3 23:42,2026/5/3 23:42
78,72,131,77,豆腐一般，面还行。,,8,0,1,2026/4/4 13:08,2026/4/4 13:08
79,73,152,79,酸辣粉够酸够辣吃完满头汗。,,7,0,1,2026/3/5 17:19,2026/3/5 17:19
80,74,85,79,何大川菜水煮鱼一绝。鱼肉嫩滑底下的豆芽和豆皮吸饱了辣油简直比鱼还好吃。每次来必点，上次带湖南同事来他说比他在长沙吃的还好。应该是为了适应北方口味减了点辣，可以跟老板说加辣。,,10,0,1,2026/4/6 4:47,2026/4/6 4:47
81,75,136,81,之参餐厅讲究，每道菜都精致。,,1,0,1,2026/3/19 8:07,2026/3/19 8:07
82,76,32,81,老北京炸酱面前门总店这几年游客多了味道有点敷衍。以前真不是这样的，希望店家对得起这个招牌吧。好在价格没涨太多。,,0,0,1,2026/6/4 7:35,2026/6/4 7:35
83,77,67,83,聚盈烤鸭家常菜，菜如其名真的很家常。家常到像我妈做的，不知道算褒还是贬。胜在便宜量大，两个人吃到撑也没花多少钱。,,0,0,1,2026/4/6 9:47,2026/4/6 9:47
84,78,116,83,实惠，量大。,,1,0,1,2026/4/24 21:19,2026/4/24 21:19
85,79,146,85,六合府主打铜锅涮肉和石锅烤肉选择多适合不同口味的朋友一起来。手切牛肉新鲜嫩滑。铜锅涮出来的肉是甜的麻酱自己调。位置在粮食店街逛完前门走过来很方便。服务热情上菜快。,,0,0,1,2026/6/6 20:22,2026/6/6 20:22
86,80,126,85,百年前门铜锅涮肉在前门大街上的位置无敌。逛完前门大栅栏出来就能坐下涮一顿。牛肉拼盘分量给得足几种部位都能尝到。铜锅烧得旺清汤涮肉吃原味。游客多但本地人也认可。,,0,0,1,2026/1/27 2:58,2026/1/27 3:04
87,80,143,87,牛肉新鲜蘸料一般。,,0,0,1,2026/2/13 0:19,2026/2/13 1:01
88,81,106,87,健山羊蝎子牛肉饼，饼还行羊蝎子没入味。,,0,0,1,2026/4/10 0:50,2026/4/10 0:50
89,82,123,89,米线研究所的米线中规中矩，就是便宜。二十来块钱吃饱还要什么自行车。,,0,0,1,2026/6/4 20:01,2026/6/4 20:01
90,83,179,89,正阳门小面馆炸酱面十九块钱一碗在前门这个地段简直白送。面是手擀的！酱炸得刚好，不咸不淡。就冲这个价格和品质我给满星。,,0,0,1,2026/3/1 12:46,2026/3/1 12:46
91,84,112,91,正和铜锅涮肉说实话一般。铜锅是铜锅但肉没那个味道。不如加钱去别家。,,0,0,1,2026/6/12 1:21,2026/6/12 1:21
92,84,179,91,还行。,,0,0,1,2026/5/15 2:04,2026/5/15 2:04
93,85,177,93,黄焖鸡过桥米线店名叫黄焖鸡但我点了麻辣烫……居然还不错，汤底挺浓的。下次试试他家黄焖鸡。,,0,0,1,2026/3/27 12:10,2026/3/27 12:10
94,98,30,93,第六季自助三文鱼吃到爽，切得够厚不薄片糊弄人。每次去先干掉一盘子三文鱼再说。,,3,0,1,2026/4/27 8:26,2026/4/27 8:26
95,98,132,95,冲着三文鱼去的没失望。但是排队太久了八点多才吃上。,,3,0,1,2026/3/8 17:49,2026/3/8 17:49
96,99,164,95,嫩烤羊肉串就那样吧。,,3,0,1,2026/4/16 17:04,2026/4/16 17:04
97,100,115,97,钵钵鸡还行，红油挺香的。就是量少了点。,,1,0,1,2026/5/22 3:59,2026/5/22 3:59
98,101,179,97,王府美食汇别抱期望。就是个大排档级别的美食城。,,3,0,1,2026/2/13 21:15,2026/2/13 21:22
99,102,96,99,仁和酒家烤鸭是挂炉的皮酥香。价格就四十七块良心价。去的都是回头客。,,0,0,1,2026/3/23 18:20,2026/3/23 18:20
100,103,27,99,糖房咖啡在故宫旁边所以贵点能理解。卡布奇诺拉花好看适合拍照，味道嘛就正常发挥。露台位置最抢手，我一点到才抢到一个。能看到故宫角楼，落日的时候拍出来巨好看。为了这个角度多付十块也值了。,,1,0,1,2026/5/20 9:28,2026/5/20 9:28
101,104,180,101,京城九门轩双人餐量大，两个人差点没吃完。烤鸭不出彩但胜在实惠。,,0,0,1,2026/2/12 20:23,2026/2/12 20:23
102,105,149,101,四季民福的烤鸭是目前我在北京吃过最稳的。每次去都一个水准不会时好时坏。鸭皮蘸白糖那一下甜咸交织绝了。建议提前在大众上取号，现场等至少四十分钟起。,,2,0,1,2026/3/2 15:41,2026/3/2 15:41
103,105,157,103,好吃哭了。,,1,0,1,2026/6/12 11:27,2026/6/12 11:27
104,106,143,103,方砖厂炸酱面王府世纪这家比南锣的人少排队快。茄丁打卤面比炸酱面还好吃——卤子浓茄子软烂。,,2,0,1,2026/6/5 16:53,2026/6/5 16:53
105,107,169,105,门钉肉饼是小时候的味道。,,2,0,1,2026/2/16 18:16,2026/2/16 18:16
106,108,22,105,京州涮羊肉切得偏厚但嚼起来过瘾。麻酱是自己调的很好吃出来了芝麻的香。锅底是清汤的涮出来的肉原汁原味。羊肉膻味很小处理得干净。吃完出来门口大爷问好不好吃我说好。,,3,0,1,2026/4/18 2:23,2026/4/18 2:23
107,109,152,107,八爷涮肉的羊上脑切得薄如纸下锅一涮就熟。蘸料加点现炸辣椒油香得不行。,,3,0,1,2026/4/27 12:03,2026/4/27 12:03
108,110,140,107,光线咖啡就在北锣，地方不大但温馨。适合发呆。,,0,0,1,2026/3/15 19:17,2026/3/15 19:17
109,111,156,109,V7咖啡豆子偏酸我喜欢。,,0,0,1,2026/5/22 6:51,2026/5/22 6:51
110,112,25,109,JM Cafe七里香是季节限定吗好喝。,,0,0,1,2026/3/10 11:32,2026/3/10 11:32
111,114,149,111,Rong Taps北锣这边挺火的精酿吧氛围不错就是贵。,,0,0,1,2026/3/26 6:13,2026/3/26 6:13
112,114,17,111,他家的IPA很棒看了下日期是两天前罐的很新鲜。就是酒吧比较吵聊天得大声喊。一个人坐在吧台看调酒师忙碌也挺解压。,,0,0,1,2026/3/27 6:48,2026/3/27 6:48
113,115,176,113,亮健容天土锅羊蝎子的味道不错分量给得足价格也公道。环境干净整洁服务态度好。周边的居民和上班族经常来吃是附近性价比不错的选择。,,1,0,1,2026/4/14 15:56,2026/4/14 15:56
114,116,152,113,烤串味道还行就是等的时间太长。坐外面吹着风吃串喝啤酒还不错。,,0,0,1,2026/5/13 0:03,2026/5/13 0:03
115,117,160,115,候鸟咖啡的芝士蛋糕好吃。咖啡也稳。,,0,0,1,2026/4/23 3:42,2026/4/23 3:42
116,118,124,115,聚鑫的茄子烧得不错。,,0,0,1,2026/5/24 15:33,2026/5/24 15:33
117,119,176,117,褡裢火烧外皮焦脆馅料挺实在。北锣这边逛累了顺便吃点。,,0,0,1,2026/3/23 10:11,2026/3/23 10:11
118,120,154,117,小川川菜麻婆豆腐够麻够辣。其他的菜也都还行保持了川菜该有的样子。吃完饭嘴里还麻麻的。,,0,0,1,2026/3/23 1:35,2026/3/23 1:35
119,121,124,119,Muse Coffee在白塔寺旁边的小胡同里不太好找但找到了就很惊喜。手冲咖啡做得专业豆子风味层次分明。店面小巧安静适合一个人来读书或者办公。白塔寺附近的咖啡馆不少但这家有自己的调调。,,0,0,1,2026/5/26 23:34,2026/5/26 23:34
120,122,112,119,萤火虫咖啡白塔寺店最出名的是三明治现做的面包脆馅料新鲜。咖啡也不错拿铁奶泡细腻。环境温馨暖色调灯光像朋友家的客厅。周末经常坐满附近居民。早上八点就开门吃个brunch正好。,,0,0,1,2026/4/14 0:36,2026/4/14 0:36
121,122,155,121,萤火虫咖啡的三明治种类多牛肉的鸡肉的素的都有。牛肉三明治里面的肉片厚实酱汁调得好。拿铁配三明治是完美的早午餐组合。店里猫奴很多因为店主养了两只猫可以撸。,,1,0,1,2026/5/17 11:12,2026/5/17 11:12
122,123,181,121,旨素开在安平巷里主打素食把素菜做出了肉的口感和味道。仿荤菜做得以假乱真红烧素牛肉咬下去有纤维感。环境干净雅致色调素雅。不是素食主义者也会喜欢这家店的菜品。周末最好提前订位。,,0,0,1,2026/5/3 21:13,2026/5/3 21:13
123,124,121,123,华天二友居肉饼宫门口店包子是招牌猪肉大葱汁水最足。炒肝也做得地道蒜味冲配包子绝配。开了很多年的老店周围居民都认。环境就是普通包子铺的样子不用讲究。早上六点就开门早点吃这一套一天都精神。,,0,0,1,2026/4/30 7:00,2026/4/30 7:00
124,125,81,123,塔儿咖在白塔寺旁边主打塔可和咖啡的混搭。牛肉塔可馅料丰富酱料给得足玉米饼是现烙的。单人餐配一杯美式刚好塔可两个加一份薯条。环境很出片适合拍照打卡。白塔寺逛完歇个脚的好地方。,,0,0,1,2026/4/26 8:16,2026/4/26 8:16
125,126,153,125,九城居开在宫门口胡同里双人餐性价比高两个人吃得很满足。菜量给得大味道家常不踩雷。红烧排骨炖得烂乎宫保鸡丁花生酥脆。环境干净明亮。白塔寺附近约朋友吃饭的好地方价位也合适。,,0,0,1,2026/3/12 5:20,2026/3/12 5:20
126,127,154,125,Arabica白塔寺店的位置绝了窗户外就是白塔。西班牙拿铁是招牌奶味浓郁咖啡顺滑甜度刚好。天好的时候坐在外面看着白塔喝咖啡太惬意了。白塔寺周边最值得打卡的咖啡店之一。来晚了可能没座。,,0,0,1,2026/1/30 16:36,2026/1/30 17:05
127,4192,144,127,壹零捌道乾隆白菜挺特别的。去的时候人少服务好。,,0,0,1,2026/6/6 12:23,2026/6/6 12:23
128,128,175,127,菜名都是宫廷风有点意思。味道中等但环境不错适合招待朋友。价格比预想的低。,,0,0,1,2026/3/12 15:41,2026/3/12 15:41
129,129,56,129,野瓦猫MeowMeow开在宫门口胡同里主打拌饭。石锅拌饭端上来还在滋滋响锅底的锅巴是精华。泡菜酸辣开胃五花肉煎得焦香。店不大但布置得温馨墙上挂着猫的照片。一个人也能吃得很舒服。,,1,0,1,2026/2/20 14:42,2026/2/20 14:42
130,3173,136,129,老诚一锅羊蝎子烂乎脱骨。咸度刚好。,,2,0,1,2026/3/2 8:03,2026/3/2 8:03
131,131,114,131,BingoO Curry Shop主打日式咖喱饭咖喱酱是自己熬的浓郁香料味十足。炸猪排咖喱饭猪排外酥里嫩咖喱浇在饭上拌匀吃。店面不大但干净整洁。宫门口胡同里的小店能做出这个水平很难得。,,0,0,1,2026/2/22 5:41,2026/2/22 5:41
132,132,168,131,JM Cafe白塔寺店的特色是白塔烧一种自制的小甜点配手冲咖啡刚好。环境小巧温馨窗边能看到白塔一角。咖啡豆选得好手冲出品稳定。白塔寺周边小众咖啡馆里的隐藏宝藏。周二到周日都开门早点去有位子。,,0,0,1,2026/3/30 17:17,2026/3/30 17:17
133,133,161,133,悦明元四合院私房菜藏在白塔巷深处是个真正的四合院。环境古色古香院子里有棵老树很有味道。菜品按位上的不点菜厨师根据当天食材安排。适合有特殊纪念意义的日子。需要提前预约。,,1,0,1,2026/4/2 7:03,2026/4/2 7:03
134,134,173,133,品味羊汤开在宫门口胡同羊汤是主打。汤色白肉嫩粉丝滑爽配个烧饼或者泡饼都好吃。羊肉串也烤得不错肥瘦相间孜然味足。冬天早上来一碗羊汤全身都暖和。店不大但干净。,,1,0,1,2026/2/14 1:48,2026/2/14 1:48
135,135,47,135,笑笑麻辣烫安平巷店开了好几年了品质一直稳定。菜品种类多新鲜丸子蔬菜面条每样都有。汤底可以选麻辣或骨汤麻辣的过瘾骨汤的鲜香。自己选菜称重价格透明。一个人二三十块能吃饱是附近打工人的午餐据点。,,0,0,1,2026/3/18 5:52,2026/3/18 5:52
136,136,112,135,新京熹白塔寺店的涮肉品质很高羊肉新鲜现切。麻酱是自己调的比别家多了一层芝麻的焦香。铜锅烧得旺清汤锅底涮出来的肉是甜的。环境比一般涮肉店有格调适合约会也适合朋友聚餐。白塔寺逛完来涮一顿是固定路线。,,1,0,1,2026/4/9 4:18,2026/4/9 4:18
137,137,180,137,刘记安徽牛肉板面藏在魏染胡同里不太起眼但味道正宗。板面宽厚筋道牛肉汤底浓郁带点药材香。辣椒多放几个辣得过瘾。店里人不多但来的基本都是回头客。价格实惠一碗面十来块钱就能吃好。,,0,0,1,2026/4/13 18:12,2026/4/13 18:12
138,138,136,137,潘记杂粮煎饼是个路边小摊每天凌晨五点就出摊了。煎饼摊得薄脆里面加的薄脆咔嚓响。可以加火腿肠和辣条是学生时代的回忆。老板手法利落一分钟一个饼快得很。早上上班路上买一个边走边吃。,,0,0,1,2026/6/7 16:29,2026/6/7 16:29
139,139,169,139,聚点串吧菜市口店晚上人特别多气氛热闹适合朋友聚会。串的种类多羊肉串烤得滋滋冒油鸡翅也嫩。精酿啤酒有好几种可以自选。营业到凌晨两点是菜市口这一片夜宵的主力。环境就是大排档风格不用讲究。,,0,0,1,2026/3/16 5:34,2026/3/16 5:34
140,140,159,139,牛街早点藏在魏染胡同口的小摊主要卖豆浆油条烧饼。现磨豆浆豆香味浓郁和外面粉冲的完全不一样。油条炸得酥脆泡豆浆里软软的更好吃。只做早市十点就收了想吃要赶早。牛街附近的大爷大妈每天都来。,,1,0,1,2026/2/2 0:03,2026/2/2 0:03
141,141,156,141,晓蕊家凉皮的麻辣烫是老式麻辣烫不是那种麻酱的。汤底是骨头汤自己熬的鲜味自然。蔬菜丸子粉丝每样都有新鲜度可以。麻酱辣椒蒜泥自己加口味随意。夏天凉皮冬天麻辣烫一年四季都有得吃。,,0,0,1,2026/5/13 22:11,2026/5/13 22:11
