id,destination_id,user_id,parent_comment_id,content_text,media_url,like_count,reply_count,status,created_at,updated_at
148,121,86,147,去之前最好看一下当前展览，单纯为了建筑和庭院也能逛一会儿。,,1,0,1,2026/4/25 5:08,2026/4/25 5:08
149,122,176,149,松美术馆环境安静，展览内容合不合口味比场馆本身更重要。,,2,0,1,2026/6/11 13:13,2026/6/11 13:13
150,122,35,149,院子和建筑很适合慢慢看，赶时间打卡反而没什么必要。,,1,0,1,2026/5/3 12:07,2026/5/3 12:07
151,127,62,151,模式口古街不像热门胡同那么挤，周末慢慢逛还挺舒服。,,2,0,1,2026/5/31 20:37,2026/5/31 20:37
152,127,158,151,老街修得比较整齐，想看特别原生态的人可能会觉得商业味多了一点。,,0,0,1,2026/3/22 18:10,2026/3/22 18:10
153,145,66,153,亮马河晚上比白天更有气氛，沿河走一段再找地方吃饭很顺。,,1,0,1,2026/3/26 7:47,2026/3/26 7:47
154,145,176,153,这边适合不想进景区的人散步，灯光和水面拍出来挺好看。,,0,0,1,2026/5/10 19:00,2026/5/10 19:00
155,152,179,155,史家胡同博物馆不大，但能补上很多胡同生活的细节。,,1,0,1,2026/3/28 21:37,2026/3/28 21:37
156,152,157,155,如果本来就在东四附近，可以顺路进去看看，专门远道去就要看兴趣了。,,1,0,1,2026/4/15 9:28,2026/4/15 9:28
157,514,67,157,卧佛寺冬天看腊梅的人不少，平时去会更清净。,,2,0,1,2026/6/3 11:59,2026/6/3 11:59
158,514,3,157,寺里节奏很慢，适合想找个安静地方走走的人。,,0,0,1,2026/2/23 5:51,2026/2/23 5:51
159,17,7,159,西白莲峪段长城更偏野趣，别按八达岭那种成熟景区预期去。,,8,3,1,2026/5/23 20:54,2026/5/23 20:54
160,17,43,159,想看安静的长城段可以考虑这里，但鞋子和天气一定要提前看好。,,3,0,1,2026/3/9 11:48,2026/3/9 11:48
161,18,98,161,挂甲峪更像京郊村落度假，适合周末开车过去放松一下。,,3,0,1,2026/4/22 22:37,2026/4/22 22:37
162,18,115,161,如果只想看一个明确景点会觉得散，住一晚慢慢逛更合适。,,2,0,1,2026/3/2 17:36,2026/3/2 17:36
163,22,49,163,乾清门在故宫中轴线上很容易路过，但停下来看看细节也挺值得。,,2,0,1,2026/4/1 18:17,2026/4/1 18:17
164,22,34,163,走到乾清门基本就从外朝转到内廷了，故宫的空间变化很明显。,,1,0,1,2026/6/11 22:59,2026/6/11 22:59
165,25,8,165,正阳美术馆位置很好，逛前门时顺路看看比专门跑一趟更自然。,,0,0,1,2026/5/15 11:34,2026/5/15 11:34
166,25,43,165,这个馆看展内容很关键，出发前先确认展览会稳一点。,,2,0,1,2026/5/10 9:16,2026/5/10 9:32
167,26,83,167,红星源升号博物馆适合对老字号和酒文化感兴趣的人。,,1,0,1,2026/4/17 17:34,2026/4/17 17:34
168,26,176,167,前门一带小馆不少，这种点顺路看一眼比单独安排行程合适。,,0,0,1,2026/5/11 13:32,2026/5/11 13:32
169,28,3,169,坤宁宫在人流里容易被匆匆带过，提前了解背景会更有意思。,,3,0,1,2026/5/7 12:10,2026/5/7 12:59
170,28,97,169,故宫后三宫这一段信息量很大，坤宁宫别只当路过点。,,5,0,1,2026/4/3 1:49,2026/4/3 3:41
171,29,65,171,保和殿前后人都不少，站远点看台基和屋顶反而更清楚。,,2,0,1,2026/1/14 16:33,2026/1/14 16:33
172,29,66,171,故宫前三殿一路走下来会有点审美疲劳，保和殿最好慢一点看。,,6,0,1,2026/3/26 20:42,2026/3/26 20:42
173,30,150,173,中和殿夹在太和殿和保和殿之间，很容易被游客直接带过去。,,9,0,1,2026/6/7 11:18,2026/6/7 11:57
174,30,112,173,如果跟讲解走，中和殿会比自己随便看有意思不少。,,1,0,1,2026/3/27 21:03,2026/3/27 21:03
175,31,15,175,交泰殿不大，但在后三宫里位置很关键，别只拍一张就走。,,0,0,1,2026/4/5 8:19,2026/4/5 8:19
176,31,52,175,从乾清宫走到坤宁宫时会经过交泰殿，跟着中轴线看最顺。,,0,0,1,2026/5/10 12:43,2026/5/10 12:43
177,34,119,177,乾清宫是故宫内廷里很重要的一站，建议提前听点讲解。,,2,0,1,2026/2/10 18:24,2026/2/10 18:24
178,34,18,177,这里游客一直多，想认真看牌子最好避开大团人流。,,2,0,1,2026/6/6 10:23,2026/6/6 10:43
179,35,158,179,明皇城东安门遗址比较适合顺路看，专门跑去可能会觉得内容少。,,3,0,1,2026/6/6 8:49,2026/6/6 8:49
180,35,32,179,这种遗址点需要一点历史背景，不然现场看起来会比较平。,,8,0,1,2026/3/8 20:48,2026/3/8 21:24
181,38,83,181,辟才胡同里的齐白石故居不大，喜欢名人故居的人会看得更细。,,1,0,1,2026/2/18 20:26,2026/2/18 20:26
182,38,95,181,老院子本身很有生活感，别带着大展馆的预期去。,,2,0,1,2026/4/1 18:22,2026/4/1 18:22
183,40,106,183,北海白塔在公园里辨识度太高，晴天拍照确实好看。,,1,0,1,2026/5/23 11:19,2026/5/23 11:19
184,40,78,183,爬到琼华岛上会有点累，但从上面看北海很值。,,2,0,1,2026/5/14 17:59,2026/5/14 17:59
185,41,10,185,西单商业文化博物馆体量不大，逛西单时顺路了解一下还行。,,2,0,1,2026/4/7 4:40,2026/4/7 4:40
186,41,65,185,对商业街历史感兴趣的人会觉得有意思，只想购物就不用特意找。,,0,0,1,2026/3/9 20:00,2026/3/9 20:00
187,42,119,187,北京京报馆旧址适合和周边胡同一起走，单独看会有点短。,,0,0,1,2026/6/11 1:49,2026/6/11 1:55
188,42,177,187,邵飘萍相关的背景最好提前看一点，不然到现场容易只看个门脸。,,1,0,1,2026/5/2 19:53,2026/5/2 19:53
189,43,132,189,林白水故居偏小众，喜欢近代报人故事的人会更有感触。,,2,0,1,2026/6/6 7:01,2026/6/6 7:01
190,43,123,189,附近街巷可以一起慢慢走，别把它当成大型纪念馆。,,0,0,1,2026/4/26 6:34,2026/4/26 6:34
191,44,43,191,谭嗣同故居更适合带着历史问题去看，随便路过可能记不住。,,0,0,1,2026/3/20 18:17,2026/3/20 18:17
192,44,95,191,这种故居点位不大，但北京城里的历史密度就是靠它们串起来的。,,1,3,1,2026/3/13 22:44,2026/3/13 22:44
193,46,82,193,火德真君庙闹中取静，逛到附近时进去看看挺舒服。,,8,0,1,2026/5/7 19:52,2026/5/7 19:52
194,46,13,193,庙不算大，但建筑和香火气有老北京味道。,,0,0,1,2026/6/2 6:22,2026/6/2 11:13
195,47,39,195,潭西胜境更偏自然景观，天气好坏会直接影响体验。,,0,0,1,2026/3/8 13:58,2026/3/8 13:58
196,47,135,195,如果只是想轻松拍照，去之前最好先确认交通和路况。,,3,0,1,2026/4/26 14:12,2026/4/26 14:12
197,48,89,197,克勤郡王府这种王府遗存适合顺着西城老街巷一起看。,,0,0,1,2026/3/30 21:26,2026/3/30 21:26
198,48,60,197,门脸和周边环境比想象低调，提前了解历史会更有收获。,,1,1,1,2026/2/16 13:02,2026/2/16 13:02
199,49,61,199,礼王府适合喜欢王府建筑的人，普通游客可能会觉得不够热闹。,,0,0,1,2026/4/1 11:49,2026/4/1 11:49
200,49,103,199,附近老城氛围不错，可以和其他西城点位一起安排。,,1,0,1,2026/2/21 20:48,2026/2/21 20:48
201,50,147,201,庆王府建筑本身值得看，但开放情况要提前确认。,,1,0,1,2026/5/16 15:36,2026/5/16 17:48
202,50,138,201,喜欢老宅院的人会更容易看出门道，匆匆打卡就有点浪费。,,0,0,1,2026/4/19 19:54,2026/4/19 19:54
