id,destination_id,place_id,name,facility_type,description,address,tel,cover_url,lng,lat,status
,10,,诺金度假酒店北地面停车场(大型车出入口),parking,诺金度假酒店,诺金度假酒店,,,116.682475,39.852443,1
,10,,北京有礼,shop,萧太后河北岸5号A栋A008(环球大道环球度假区地铁站E口东侧) | 营业时间:周一至周日 09:00-22:00,萧太后河北岸5号A栋A008(环球大道环球度假区地铁站E口东侧),,https://aos-comment.amap.com/B0H2KH712V/comment/12CB1CC0_38DA_4F78_B6C7_F3FED1B15BDB_L0_001_1320_97_1765199521767_47093294.jpg,116.677749,39.849306,1
,10,,小黄人集市,shop,北京环球度假区 | 营业时间:周一至周日 09:00-22:00,北京环球度假区,,http://store.is.autonavi.com/showpic/05c10935475bdafd520041d942b026c8,116.683775,39.853899,1
,10,,环球影城商店,shop,诺金度假酒店 | 营业时间:周一至周日 07:00-23:30,诺金度假酒店,,https://store.is.autonavi.com/showpic/b77614de8b42297b12ecd47adfbf5d63,116.681775,39.851675,1
,10,,甜甜屋,shop,北京环球影城小黄人乐园内(西侧) | 营业时间:周一至周日 09:00-21:00,北京环球影城小黄人乐园内(西侧),,https://aos-comment.amap.com/B0G0TMD1AO/comment/176500546285_1765005463503_69454966.jpg,116.683201,39.854534,1
,10,,知嘛健康,shop,环球度假区地铁站东侧 | 营业时间:周一至周日 09:30-22:00,环球度假区地铁站东侧,,,116.677749,39.849306,1
,10,,落霞糖果店,shop,北京环球度假区 | 营业时间:周一至周日 07:00-23:30,北京环球度假区,,http://store.is.autonavi.com/showpic/634098fa045b5f5b750cc6949e5d102d,116.680911,39.855174,1
,10,,酷巧-巧克力商店和美味盛宴厨房,shop,"北京环球度假区(环球度假区地铁站A北入口步行390米) | 营业时间:周一,周四至周日10:30-23:00,周二至周三10:30-22:00,2025-10-2910:30-23:00 | 电话:4008778899",北京环球度假区(环球度假区地铁站A北入口步行390米),4008778899,http://store.is.autonavi.com/showpic/c6f4638f675a1d27137734d94e4f3816,116.677454,39.851881,1
,10,,卫生间(好莱坞),toilet,北京环球度假区,北京环球度假区,,http://store.is.autonavi.com/showpic/58081378bf98bf3c85bc521dd0ef141e,116.682218,39.854351,1
,10,,卫生间(好莱坞),toilet,北京环球度假区,北京环球度假区,,http://store.is.autonavi.com/showpic/b1b5cdf6e170edfc6b0d5625e6699fb7,116.679769,39.854625,1
,10,,卫生间(小黄人乐园),toilet,北京环球度假区,北京环球度假区,,http://store.is.autonavi.com/showpic/81b59ccbbbe4094053278adf5c495431,116.683537,39.853758,1
,10,,卫生间(小黄人乐园),toilet,北京环球度假区,北京环球度假区,,https://store.is.autonavi.com/showpic/7c8f19c293c5879b0000002565468962?type=pic,116.683969,39.854229,1
,10,,卫生间(环球影城大酒店),toilet,北京环球度假区,北京环球度假区,,http://store.is.autonavi.com/showpic/3e3fb5bef1ce649eaf9f6334aad0d8a6,116.679502,39.853167,1
,11,,北平咖啡(南锣鼓巷店),cafe,南锣鼓巷113-2号 | 营业时间:周一至周五 10:00-21:00；周六至周日 10:00-22:00 | 电话:010-84039198,南锣鼓巷113-2号,010-84039198,https://aos-comment.amap.com/B000A96HC9/comment/content_media_external_file_1000064463_ss__1754858314422_46345757.jpg,116.403121,39.935771,1
,11,,方砖厂69号炸酱面(南锣鼓巷2店),canteen,北京城区南锣鼓巷117号 | 营业时间:周一至周日 09:00-21:30 | 电话:13051259673,北京城区南锣鼓巷117号,13051259673,https://aos-comment.amap.com/B0J21UFGSM/comment/0188C9F7_142C_4176_89BF_17465F8DF644_L0_001_2000_150_1765119514863_20707292.jpg,116.403087,39.935587,1
,11,,李记羊肉串,canteen,南锣鼓巷与雨儿胡同交叉口西北20米,南锣鼓巷与雨儿胡同交叉口西北20米,,,116.403075,39.935775,1
,11,,锣鼓洞天烤鸭·爆肚粉小吃(南锣鼓巷店),canteen,北京城区南锣鼓巷102号 | 营业时间:周一至周日 09:30-22:00 | 电话:13260077148,北京城区南锣鼓巷102号,13260077148,https://aos-comment.amap.com/B0K3GA3RCS/comment/IMG_20241022_130027_tem_1729573297544_83707914.jpg,116.403237,39.935349,1
,11,,北京北平国际青年旅舍,hotel,地安门东大街南锣鼓巷113-2号 | 电话:010-64013961;010-84039098;13161660020,地安门东大街南锣鼓巷113-2号,010-64013961;010-84039098;13161660020,https://store.is.autonavi.com/showpic/0a2ab44d32f9f297d4faf6a53bdbba6c,116.403025,39.935674,1
,11,,雨沐居,hotel,蓑衣胡同与南锣鼓巷交叉口西20米,蓑衣胡同与南锣鼓巷交叉口西20米,,,116.402825,39.934975,1
,11,,一棵树(雨儿胡同),shop,南锣鼓巷115号 | 营业时间:周一至周日 11:00-22:00,南锣鼓巷115号,,https://aos-comment.amap.com/B000A8ZNNK/comment/content_media_external_file_7607_ss__1767354041264_72340424.jpg,116.403082,39.93569,1
,11,,丹鸿朱砂(南锣鼓巷店),shop,帽儿胡同5号四合院南门东60米 | 营业时间:周一至周日 09:30-23:00 | 电话:13488835733,帽儿胡同5号四合院南门东60米,13488835733,http://store.is.autonavi.com/showpic/3380e3e68b1ad7f51a772d604f3d5fed,116.403203,39.936368,1
,11,,冰箱貼,shop,交道口街道帽儿胡同1号(南锣鼓巷地铁站E西北口步行290米) | 营业时间:周一至周日 10:00-23:30,交道口街道帽儿胡同1号(南锣鼓巷地铁站E西北口步行290米),,https://aos-comment.amap.com/B0FFGK7TOP/comment/a386be25c3500fcf1fcb1a9c3f729b68_2048_2048_80.jpg,116.403089,39.936353,1
,11,,北京大银家,shop,南锣鼓巷147号(南锣鼓巷地铁站E西北口步行130米) | 营业时间:周一至周日 10:00-21:30,南锣鼓巷147号(南锣鼓巷地铁站E西北口步行130米),,https://aos-comment.amap.com/B000A8ZO40/comment/content_media_external_file_7543_ss__1767353362615_88797496.jpg,116.40302,39.934842,1
,11,,南锣老酒,shop,景阳胡同3号(南锣鼓巷地铁站E西北口步行330米) | 营业时间:周一至周日 10:00-22:00,景阳胡同3号(南锣鼓巷地铁站E西北口步行330米),,https://aos-comment.amap.com/B0J0A98JCH/comment/b428e9a525ff8e5033eb3b781bcbc2a0_2048_2048_80.jpg,116.402959,39.9367,1
,11,,南锣鼓巷爱漫礼品,shop,南锣鼓巷82号(南锣鼓巷地铁站E西北口步行320米) | 营业时间:周一至周日 09:30-22:30 | 电话:18911178106,南锣鼓巷82号(南锣鼓巷地铁站E西北口步行320米),18911178106,http://store.is.autonavi.com/showpic/44f96870b29d12b92a19b564e5370274,116.403253,39.936571,1
,11,,小七家(南锣鼓巷店),shop,交道口街道南锣鼓巷110-1号 | 营业时间:周一至周日 09:00-23:30 | 电话:13810262865,交道口街道南锣鼓巷110-1号,13810262865,https://aos-comment.amap.com/B000A95CUA/comment/837356dfe6b582b8a1a574d51d8a9bfe_2048_2048_80.jpg,116.403216,39.934735,1
,11,,手造物品市集,shop,南锣鼓巷147号(南锣鼓巷地铁站E西北口步行130米) | 营业时间:周一至周日 10:00-22:00 | 电话:13488698899,南锣鼓巷147号(南锣鼓巷地铁站E西北口步行130米),13488698899,https://aos-comment.amap.com/B0FFGOFH0C/comment/content_media_external_file_7553_ss__1767353445786_54006489.jpg,116.402962,39.934859,1
,11,,拼途(3D-JP拼图南锣鼓巷店),shop,南锣鼓巷113-1号(南锣鼓巷地铁站E西北口步行240米) | 营业时间:周一至周日 10:00-22:00 | 电话:13124735692,南锣鼓巷113-1号(南锣鼓巷地铁站E西北口步行240米),13124735692,https://aos-comment.amap.com/B000A8ZNTC/comment/content_media_external_images_media_303572_ss__1768179814603_28464774.jpg,116.403011,39.935875,1
,11,,摩登红人(南锣鼓巷),shop,南锣鼓巷137号旁边(南锣鼓巷地铁站E西北口步行170米) | 营业时间:周一至周日 09:30-22:00 | 电话:13910256851,南锣鼓巷137号旁边(南锣鼓巷地铁站E西北口步行170米),13910256851,https://aos-comment.amap.com/B0FFFPI6TZ/comment/B3794DD9_4126_4D06_891A_22C92E7D84DB_L0_001_1500_200_1761474539045_67062198.jpg,116.403043,39.935187,1
,11,,植物医生(南锣鼓巷店),shop,交道口南大街南锣鼓巷97号 | 营业时间:周一至周日 09:00-21:00,交道口南大街南锣鼓巷97号,,https://img.alicdn.com/imgextra/i4/O1CN01fKOtay1sDllQ2RVcD_!!6000000005733-0-tps-600-600.jpg,116.403083,39.936705,1
,11,,祥义号银作局(南锣鼓巷店),shop,南锣鼓巷74号(南锣鼓巷地铁站E西北口步行340米) | 营业时间:周一至周日 09:00-22:00 | 电话:010-61827626;17812303695,南锣鼓巷74号(南锣鼓巷地铁站E西北口步行340米),010-61827626;17812303695,https://store.is.autonavi.com/showpic/0c6fd952b0e97b6eb6fd440a5aada877,116.403201,39.936799,1
,11,,芳芳手工坊(南锣鼓巷店),shop,"南锣鼓巷149号芳芳手工坊,编名字 | 营业时间:周一至周日 09:30-21:30 | 电话:13833713382","南锣鼓巷149号芳芳手工坊,编名字",13833713382,https://aos-comment.amap.com/B000A9Q053/comment/9141e3a2b75b07edcd9eee7cc1445ef7_2048_2048_80.jpg,116.403044,39.934616,1
,11,,荣耀授权高级体验店(南锣鼓巷店),shop,南锣鼓巷127号 | 营业时间:周一至周日 10:00-22:00 | 电话:13120494323,南锣鼓巷127号,13120494323,https://store.is.autonavi.com/showpic/63a2e39b4ef4e7ef0000002241160572?type=pic,116.403104,39.935318,1
,11,,荣耀授权高级体验店(南锣鼓巷店),shop,北京城区南锣鼓巷127号 | 营业时间:周一至周日 10:00-22:00 | 电话:13370173131,北京城区南锣鼓巷127号,13370173131,https://aos-comment.amap.com/B0L2C5GX2K/comment/D450771E_80F3_4CD4_A760_17F4526BB0A3_L0_001_2000_150_1771651644060_76988374.jpg,116.403253,39.935173,1
,11,,蓝白商店(南锣鼓巷店),shop,南锣鼓巷南门北450米(南锣鼓巷地铁站E西北口步行340米) | 营业时间:周一至周日 10:00-22:00,南锣鼓巷南门北450米(南锣鼓巷地铁站E西北口步行340米),,https://store.is.autonavi.com/showpic/3876911e3a5c6e4b0000002577786545?type=pic,116.403201,39.936799,1
,11,,豐年·書香器(丰年陶坊),shop,北京城区南锣鼓巷甲111号 | 营业时间:周一至周日 11:00-22:00 | 电话:13661201585,北京城区南锣鼓巷甲111号,13661201585,https://aos-comment.amap.com/B000A8543E/comment/content_media_external_file_1000058803_ss__1767909704391_53360173.jpg,116.40311,39.935898,1
,11,,闲野斋鼻烟壶(南锣鼓巷店),shop,帽儿胡同5号四合院南门东北60米 | 营业时间:周一至周日 09:00-22:30 | 电话:15901511185;18611643761,帽儿胡同5号四合院南门东北60米,15901511185;18611643761,http://store.is.autonavi.com/showpic/dfbd0ea66439ee3e886d4431908f2c21,116.403087,39.936575,1
,11,,食梦貘Vintage西洋古董(南锣蓑衣胡同店),shop,蓑衣胡同15号(南锣鼓巷地铁站E西北口步行280米) | 营业时间:周一至周五 13:00-23:00；周六至周日 12:00-23:00 | 电话:18500186420,蓑衣胡同15号(南锣鼓巷地铁站E西北口步行280米),18500186420,https://aos-comment.amap.com/B0I3KDADVK/comment/2934a1e151dc7734ce1112b9fc83412a_2048_2048_80.jpg,116.401464,39.93498,1
,11,,公共厕所,toilet,雨儿胡同10号旁,雨儿胡同10号旁,,http://store.is.autonavi.com/showpic/ff64c91b55c097f3d45175a3f658f9b4,116.401892,39.935493,1
,11,,公共厕所,toilet,帽儿胡同20号旁,帽儿胡同20号旁,,http://store.is.autonavi.com/showpic/539f9da0a310b133764e4508,116.400634,39.93592,1
,11,,公共厕所,toilet,帽儿胡同8号旁,帽儿胡同8号旁,,http://store.is.autonavi.com/showpic/e7ce2312a7f1b4c2ad072917deff238f,116.402355,39.936225,1
,11,,公共厕所,toilet,蓑衣胡同南锣鼓巷(西南角),蓑衣胡同南锣鼓巷(西南角),,http://store.is.autonavi.com/showpic/86c977ffeff36a3380ca0a3588c21cd9,116.400703,39.934688,1
,11,,公共厕所,toilet,帽儿胡同21号旁,帽儿胡同21号旁,,http://store.is.autonavi.com/showpic/218498349d87636e5ce5b486afc8f65e,116.400261,39.936731,1
,11,,公共厕所,toilet,福祥胡同11号旁,福祥胡同11号旁,,https://store.is.autonavi.com/showpic/cf264122e5053848476d519b7bb1455d,116.401618,39.934239,1
,11,,公共厕所,toilet,南锣鼓巷84号旁,南锣鼓巷84号旁,,http://store.is.autonavi.com/showpic/69af021aad89774fb3d480d0b656e78f,116.403243,39.936487,1
,11,,公共厕所,toilet,景阳胡同4号旁,景阳胡同4号旁,,http://store.is.autonavi.com/showpic/bd9f2160e96efdb1fce54a2b00d5ffec,116.400595,39.937181,1
,11,,达贝子府-公共厕所,toilet,帽儿胡同8号旁,帽儿胡同8号旁,,http://store.is.autonavi.com/showpic/f054b5fa64b879c17634aa21b3dc244f,116.402326,39.936193,1
,12,,天桥艺术·咖啡与茶,cafe,天桥南里(天桥地铁站A西北口步行270米) | 营业时间:周一至周日 09:00-22:00 | 电话:15011033699,天桥南里(天桥地铁站A西北口步行270米),15011033699,https://aos-comment.amap.com/B0LRCOHTMJ/comment/content_media_external_images_media_19537_ss__1754111003668_64083684.jpg,116.397041,39.882412,1
,12,,灯堂咖啡(天桥店),cafe,新农街13号(天桥地铁站A西北口步行270米) | 营业时间:周一至周四 10:00-18:00；周五至周日 10:00-19:00 2026-02-15至2026-02-23 周一至周日 全天关闭；2026-02-27至2026-02-28 周一至周日 10:00-18:00 | 电话:18610932376,新农街13号(天桥地铁站A西北口步行270米),18610932376,http://store.is.autonavi.com/showpic/ca125ccebd3832a44ca48d443fd79ab4,116.397044,39.882386,1
,12,,合乐多味食堂(天桥店),canteen,天桥南大街9号天桥艺术中心一楼105 | 营业时间:周一至周日 11:00-22:30 | 电话:18353509091,天桥南大街9号天桥艺术中心一楼105,18353509091,https://aos-comment.amap.com/comment/content_service__1772428440882_80719558_1772428486763_30664785.jpg,116.398245,39.882717,1
,12,,大海碗·天桥卤煮饺子(天桥店),canteen,永定门内大街1号天桥百货商场一层东北侧 | 营业时间:周一至周日 09:00-21:00 | 电话:13071128916;13681208704,永定门内大街1号天桥百货商场一层东北侧,13071128916;13681208704,https://aos-comment.amap.com/B0J1FA4UPG/comment/8D264825_CA1D_495E_A993_7D2F6B2DF930_L0_001_1500_200_1768809609528_17024433.jpg,116.398246,39.880705,1
,12,,大海碗·炸酱面·烤鸭·京菜(天坛店),canteen,永定门内大街1号天桥乐汇百货商场B1层 | 营业时间:周一至周日 10:30-21:30 | 电话:010-63132168,永定门内大街1号天桥乐汇百货商场B1层,010-63132168,https://aos-comment.amap.com/B000A9JRO6/comment/EF26447E_4A8B_4CB8_8515_F5397174AFAE_L0_001_750_100_1761318930641_85644884.jpg,116.398086,39.880706,1
,12,,菘菘 音乐·餐饮·空间,canteen,天桥南大街9号楼天桥艺术中心一层104室 | 营业时间:周一至周日 10:30-21:30 | 电话:13511080653,天桥南大街9号楼天桥艺术中心一层104室,13511080653,https://aos-comment.amap.com/comment/content_service__1772426717156_11031296_1772426786594_55260749.jpg,116.398075,39.882625,1
,12,,北京瑞洁宾舍酒店,hotel,新农街17号(天桥地铁站D西南口步行210米) | 电话:010-83133338,新农街17号(天桥地铁站D西南口步行210米),010-83133338,https://store.is.autonavi.com/showpic/d41b866f93c8e80064dc236b895296dc,116.397021,39.881876,1
,12,,北京天桥艺术中心地下停车场,parking,天桥街道天桥街道天桥街道天桥街道天桥南大街9号北京天桥艺术中心 | 营业时间:周一至周日 00:00-24:00,天桥街道天桥街道天桥街道天桥街道天桥南大街9号北京天桥艺术中心,,https://aos-comment.amap.com/B0FFGZIDR1/comment/94fc6142fb39beee6e3b86bc1639104b_2048_2048_80.jpg,116.3978,39.881429,1
,12,,北京天桥艺术中心地下停车场(入口),parking,北京天桥艺术中心地下停车场(天桥地铁站D西南口步行130米),北京天桥艺术中心地下停车场(天桥地铁站D西南口步行130米),,http://store.is.autonavi.com/showpic/32fdc6efcfc3ac4bec70ca67e11adcee,116.397434,39.881142,1
,12,,北京天桥艺术中心地下停车场(出口),parking,北京天桥艺术中心地下停车场(天桥地铁站A西北口步行250米),北京天桥艺术中心地下停车场(天桥地铁站A西北口步行250米),,,116.397289,39.882364,1
,12,,国家自然博物馆地面停车场,parking,天桥南大街126号国家自然博物馆,天桥南大街126号国家自然博物馆,,http://store.is.autonavi.com/showpic/e97f23b54cd7fc2315c813ca21f6be4a,116.399944,39.882397,1
,12,,国家自然博物馆地面停车场(出入口),parking,国家自然博物馆地面停车场(天桥地铁站B东北口旁),国家自然博物馆地面停车场(天桥地铁站B东北口旁),,,116.399334,39.882442,1
,12,,地下停车场,parking,天桥南里3号楼地停车场(天桥地铁站D西南口步行370米),天桥南里3号楼地停车场(天桥地铁站D西南口步行370米),,http://store.is.autonavi.com/showpic/e027dd7c34f62dad485c4f8a93b7cbe2,116.396026,39.882114,1
,12,,天桥剧场停车场(入口),parking,北纬路30号(天桥地铁站A西北口步行210米),北纬路30号(天桥地铁站A西北口步行210米),,http://store.is.autonavi.com/showpic/6d49cec5b0f4ef0114c1cb7d4e3ff1a4,116.397051,39.88297,1
,12,,天桥剧场地下停车场,parking,北纬路30号天桥剧场(天桥地铁站A西北口步行210米) | 营业时间:周一至周日 00:00-24:00,北纬路30号天桥剧场(天桥地铁站A西北口步行210米),,http://store.is.autonavi.com/showpic/c8fcec277983a4ceffac1ecf7f39d61c,116.397008,39.882946,1
,12,,天桥剧场地下停车场(出口),parking,北纬路30号(天桥地铁站A西北口步行170米),北纬路30号(天桥地铁站A西北口步行170米),,http://store.is.autonavi.com/showpic/ca3ed5a5a75d79cb7b6d645a94cbe27a,116.396959,39.883366,1
,12,,天桥南里停车场,parking,永定门内大街1号(天桥地铁站D西南口步行240米) | 营业时间:周一至周日 00:00-24:00,永定门内大街1号(天桥地铁站D西南口步行240米),,http://store.is.autonavi.com/showpic/eecb5b2464fce409d103a98a1e85956b,116.396982,39.882187,1
,12,,天桥南里停车场(出入口),parking,永定门内大街1号(天桥地铁站D西南口步行240米),永定门内大街1号(天桥地铁站D西南口步行240米),,http://store.is.autonavi.com/showpic/92730ca087cfcc938e440d5fc73ee403,116.397049,39.882194,1
,12,,新农街-道路停车位,parking,新农街与南纬路交叉口北140米,新农街与南纬路交叉口北140米,,http://store.is.autonavi.com/showpic/1e31e1e8974e2521957cd09d0a8b23e2,116.397205,39.882115,1
,12,,盛景嘉园停车场,parking,福长街68盛景嘉园(天桥地铁站D西南口步行160米) | 营业时间:周一至周日 00:00-24:00,福长街68盛景嘉园(天桥地铁站D西南口步行160米),,http://store.is.autonavi.com/showpic/433e2e0ab01ac7d0f09881c5c541595d,116.397092,39.881435,1
,12,,盛景嘉园停车场(出入口),parking,陶然亭盛景嘉园(天桥地铁站D西南口步行140米),陶然亭盛景嘉园(天桥地铁站D西南口步行140米),,http://store.is.autonavi.com/showpic/5602d6f0688eb111a6246fe527beca0b,116.397071,39.881413,1
,12,,东方彤乒羽专卖(天桥南里店),shop,新农街5号(天桥剧场南20米) | 营业时间:周一至周日 09:00-18:00 | 电话:010-83133733,新农街5号(天桥剧场南20米),010-83133733,http://store.is.autonavi.com/showpic/b2ec856e2f10bd9ea547e205ae844db0,116.39703,39.882417,1
,12,,九号电动车(天桥店),shop,南纬路3-5号1层 | 营业时间:周一至周日 09:00-21:00 | 电话:17610552383,南纬路3-5号1层,17610552383,http://store.is.autonavi.com/showpic/320f8c4c5f76d8fbad6debe559f1be26,116.396767,39.881035,1
,12,,拾两ZHAO·茶馆棋牌,shop,新农街11号(天桥地铁站A西北口步行230米) | 营业时间:周一至周日 09:00-23:30 | 电话:18515555828,新农街11号(天桥地铁站A西北口步行230米),18515555828,http://store.is.autonavi.com/showpic/e3936da6b36fceb6f0ab5d00398149c2,116.397058,39.882406,1
,12,,汾酒竹叶青(天桥旗舰店),shop,北京城区新农街1号1幢 | 营业时间:周一至周日 09:00-21:00 | 电话:18701395235,北京城区新农街1号1幢,18701395235,https://store.is.autonavi.com/showpic/8f6eefee92471f2890587d9ebbff4e59,116.397053,39.882617,1
,12,,烟酒汇(盛景嘉园店),shop,南纬路烟酒汇3-4号(天桥地铁站D西南口步行140米) | 营业时间:周一至周日 07:00-23:30,南纬路烟酒汇3-4号(天桥地铁站D西南口步行140米),,https://aos-comment.amap.com/comment/20260308-5cf2ccb3a61e10f479559e85-8Amv9rNQX0h7TUwPbLoSAU.jpg,116.396918,39.881028,1
,12,,索尼相机售后服务(数码配件),shop,北京城区天桥南里东门南50米(天桥地铁站A西北口步行270米) | 电话:4001891758,北京城区天桥南里东门南50米(天桥地铁站A西北口步行270米),4001891758,https://store.is.autonavi.com/showpic/3c806f121beecb42c37f4bad679e2936,116.397037,39.882372,1
,12,,襄百顺便利超市,supermarket,新农街15号(天桥地铁站A西北口步行250米) | 营业时间:周一至周日 06:00-23:30 | 电话:010-83134762,新农街15号(天桥地铁站A西北口步行250米),010-83134762,https://store.is.autonavi.com/showpic/1b5af68c7ccd3e1f46e89de860e09deb,116.397061,39.882358,1
,12,,男洗手间(天桥百货商场),toilet,永定门内大街与南纬路交叉口东南20米,永定门内大街与南纬路交叉口东南20米,,http://store.is.autonavi.com/showpic/93ad2bf6af4a6c3157850f9cf00e2d32,116.397519,39.880776,1
,13,,中国邮政储蓄银行北京东城区正义路营业所,bank,营业时间:对私:周一至周日 09:00-17:00,,,https://store.is.autonavi.com/showpic/c745a003c2d82be80000000713064119?type=pic,116.406607,39.90133,1
,13,,北京隆和居美食城(正义路店),canteen,东华门街道正义路8号(原市政府斜对面) | 营业时间:周一至周日 10:00-22:30 | 电话:010-65263265;13520777900,东华门街道正义路8号(原市政府斜对面),010-65263265;13520777900,https://store.is.autonavi.com/showpic/72fbdf46904d9ac20000002152518124?type=pic,116.406444,39.903414,1
,13,,君庭中餐厅(首都宾馆店),canteen,"前门东大街3号首都宾馆东北门门房 | 营业时间:周一至周日 11:00-14:00,17:00-21:00 | 电话:010-58159788",前门东大街3号首都宾馆东北门门房,010-58159788,https://aos-comment.amap.com/comment/content_service__1771506306909_36408294_1771506354089_05149994.jpg,116.408956,39.902119,1
,13,,奥华餐厅老张记(台基厂店),canteen,北京城区台基厂大街18-3号 | 营业时间:周一至周日 10:30-21:30 | 电话:010-65129289;010-65244021,北京城区台基厂大街18-3号,010-65129289;010-65244021,http://store.is.autonavi.com/showpic/a44d4745fdde65bc76e850f893a9937b,116.411937,39.902869,1
,13,,松鹤楼(台基厂店),canteen,"北京城区台基厂大街10号(东郊民巷小学旁) | 营业时间:周一至周日 11:00-14:00,17:00-21:00 2026-02-17至2026-02-23 周一至周日 11:00-14:00,16:30-21:00 | 电话:010-65278195;010-65279255",北京城区台基厂大街10号(东郊民巷小学旁),010-65278195;010-65279255,http://store.is.autonavi.com/query_pic?id=st4e59a81c-8dd5-4876-9cdf-1e3afe32ebe2&user=search&operate=original,116.411839,39.903469,1
,13,,渔蓝海鲜火锅(首都宾馆店),canteen,首都宾馆A座一层大堂吧东北角 | 营业时间:周一至周日 16:30-21:30 | 电话:010-58159566,首都宾馆A座一层大堂吧东北角,010-58159566,https://aos-comment.amap.com/B0JRZGS12N/comment/982239bae377647ec1abd48304e1a1e9_2048_2048_80.jpg,116.409635,39.902001,1
,13,,食鼎轩烤鸭·私房菜(北京王府井台基厂大街店),canteen,"台基厂大街10-1号 | 营业时间:周一至周日 10:00-14:30,16:30-22:00 | 电话:010-63445868;18519118048",台基厂大街10-1号,010-63445868;18519118048,https://aos-comment.amap.com/B0KGRMA21S/comment/content_media_external_file_100003357_1767011828140_18373911.jpg,116.411861,39.903494,1
,13,,北京瑞安宾馆,hotel,正义路7号 | 电话:010-66263701;010-58187788,正义路7号,010-66263701;010-58187788,https://store.is.autonavi.com/showpic/0df771a4c80488617a644b0ed92e2a3e,116.406444,39.904238,1
,13,,华风宾馆,hotel,前门东大街5号 | 电话:010-65247311,前门东大街5号,010-65247311,https://store.is.autonavi.com/showpic/7768a381d39c139d8614dfca38ed0141,116.407377,39.901419,1
,13,,桔子酒店(北京天安门店),hotel,东交民巷28号 | 电话:010-65687566,东交民巷28号,010-65687566,https://store.is.autonavi.com/showpic/0b31b49869aae11fc9ddae0f4edd7a4b,116.40818,39.902461,1
,13,,正义路酒店(北京王府井天安门广场店),hotel,正义路甲4号(正义路与东交民巷交叉口) | 电话:010-56292348;010-65126699,正义路甲4号(正义路与东交民巷交叉口),010-56292348;010-65126699,https://store.is.autonavi.com/showpic/9362e48467118c7334dca135fba2428b,116.407266,39.903264,1
,13,,青年公寓,hotel,正义路与东交民巷交叉口北120米,正义路与东交民巷交叉口北120米,,https://store.is.autonavi.com/showpic/2560b266c0dfdb85d6ef19659abdee4e,116.407225,39.903525,1
,13,,首都宾馆,hotel,前门东大街3号 | 电话:010-58159988,前门东大街3号,010-58159988,https://store.is.autonavi.com/showpic/ad6a7d38a8201bb37c5d52e28733ebef,116.409384,39.901871,1
