name,detail_url,desc,address,tags,image
北锣鼓巷,https://s.visitbeijing.com.cn/attraction/120810,北锣鼓巷，安定门内大街西侧，呈南北走向。北起安定门西大街，南止鼓楼。,北京市东城区安定门内大街西侧,遗产古迹 | 休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0816/20170816051223201.jpg
齐白石故居,https://s.visitbeijing.com.cn/attraction/120921,齐白石故居位于辟才胡同内跨车胡同13号。,北京市西城区辟才胡同内跨车胡同13号,遗产古迹 | 休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0922/20170922032128388.jpg
漪澜堂,https://s.visitbeijing.com.cn/attraction/120907,漪澜堂位于北海公园内，在碧照楼之南，为该处建筑群中的主殿，其西侧为“道宁斋”这组建筑，是乾隆三十六年(1771)，仿照镇江金山寺建造的。,北京市西城区文津街1号,遗产古迹 | 休闲娱乐 | 避暑,https://r1.visitbeijing.com.cn/vbj-s/2017/0914/20170914051555796.jpg
北海白塔,https://s.visitbeijing.com.cn/attraction/120900,北海白塔，位于北京北海公园的琼华岛上，始建于清初顺治八年，属于藏式喇嘛塔。,北京市西城区文津街1号,遗产古迹 | 特色游 | 踏青 | 赏花 | 避暑,https://r1.visitbeijing.com.cn/vbj-s/2017/0912/20170912050022416.jpg
西单商业文化博物馆,https://s.visitbeijing.com.cn/attraction/120896,西单商业文化博物馆位于西单商场南五层，建筑面积500余平方米。,北京市西城区西单北大街132号,博物馆 | 休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0911/20170911044606762.jpg
北京京报馆旧址,https://s.visitbeijing.com.cn/attraction/120849,北京京报馆位于西城区骡马市大街魏染胡同30号，是邵飘萍1916年后在北京的住所。,北京市西城区骡马市大街魏染胡同30号,遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0825/20170825044612462.jpg
林白水故居,https://s.visitbeijing.com.cn/attraction/120847,林白水故居为北京原宣武区区级文物保护单位。位于原宣武区棉花头条（见棉花胡同）。,北京市西城区骡马市大街9号,遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0825/20170825034315564.jpg
谭嗣同故居,https://s.visitbeijing.com.cn/attraction/120846,原湖南浏阳会馆，是谭嗣同1898年在京时的住所。,北京市西城区北半截胡同41号,遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0825/20170825033154709.jpg
绮望楼,https://s.visitbeijing.com.cn/attraction/120845,绮望楼位于景山公园南门内，原址明代时称“山前殿”。,北京市西城区景山西街44号,特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0824/20170824052224619.jpg
火德真君庙,https://s.visitbeijing.com.cn/attraction/120835,火德真君庙，在北京市西城区地安门外大街77号。,北京市北京市西城区地安门外大街77号,特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0823/20170823044156807.jpg
潭西胜境景区,https://s.visitbeijing.com.cn/attraction/120796,潭西胜境景区位于北京市西城区德胜门西侧的积水潭。,,休闲娱乐 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2017/0815/20170815095330403.jpg
克勤郡王府,https://s.visitbeijing.com.cn/attraction/120794,克勤郡王府国家重点文物保护单位，为清代现存规模较好的一座王府，此府是顺治年间所建。,北京市西城区新文化街西口路北,遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0814/20170814022855869.jpg
礼王府,https://s.visitbeijing.com.cn/attraction/120793,礼王府位于西黄城根南街7号、9号。明代是崇祯皇帝的外戚周奎的私宅。,北京市西城区西黄城根南街7号、9号,遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0814/20170814025128598.jpg
北京庆王府,https://s.visitbeijing.com.cn/attraction/120792,庆王府西城区定阜街3号。为清末再封庆亲王奕劻的王邸，庆王府当是在光绪十年(1884)晋封庆郡王后按王府规制改建，始称王府。,北京市西城区定阜街3号,遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0814/20170814041530146.jpg
郑王府,https://s.visitbeijing.com.cn/attraction/120791,郑王府是北京市重点保护文物，为清代规模较大的一座王府，曾作为钟郡王奕诒的宅邸。,北京市西城区大木仓胡同,遗产古迹,https://r1.visitbeijing.com.cn/vbj-s/2017/0814/20170814044722547.jpg
大观楼影城,https://s.visitbeijing.com.cn/attraction/120217,大观楼影城，1905年，原“大亨轩茶楼”改名为“大观楼影戏园”，是南城最早的固定放映电影场所之一。,北京市宣武区大栅栏街36号,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0412/20170412070735857.jpg
恩佑寺,https://s.visitbeijing.com.cn/attraction/120954,恩佑寺与恩慕寺毗邻而建，位于清代三山五园之一的畅春园内，是畅春园尚存的遗迹之一，现在位于北京大学西门颐和园路西边。,北京市海淀区北京大学西门颐和园路西边,特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/1222/20171222032517527.jpg
孙中山纪念堂,https://s.visitbeijing.com.cn/attraction/120953,北京孙中山纪念堂位于香山公园碧云寺第五进院落内，原为普明妙觉殿。,北京市海淀区买卖街40号香山公园碧云寺内,休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/1222/20171222030903824.jpg
中国农业大学昆虫标本馆,https://s.visitbeijing.com.cn/attraction/120952,中国农业大学昆虫标本馆位于中国农业大学档案史馆二层内，是一家小型昆虫标本展览馆。,中国农业大学档案史馆二层,博物馆 | 休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/1221/20171221053728920.jpg
中国饲料博物馆,https://s.visitbeijing.com.cn/attraction/120951,中国饲料博物馆总占地面积3280平方，是由政府倡导、中国农业大学批准成立、农业部饲料工业中心负责筹建的永久性公益博物馆。,北京市海淀区圆明园西路2号中国农业大学西校区中国饲料博物馆（农业部饲料工业中心院内）,博物馆 | 休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/1222/20171222032658267.jpg
首都滑冰馆,https://s.visitbeijing.com.cn/attraction/120938,首都滑冰馆位于中关村南大街54号维也纳酒店东，是中国冰上运动场地之一。,北京市海淀区中关村南大街54号维也纳酒店东,休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/1017/20171017032840372.jpg
齐物潭公园,https://s.visitbeijing.com.cn/attraction/120937,齐物潭公园地址位于海淀区地锦路15号。,北京市海淀区地锦路15号,休闲娱乐 | 特色游 | 踏青 | 赏花 | 避暑,https://r1.visitbeijing.com.cn/vbj-s/2017/1012/20171012044104333.jpeg
五棵松奥林匹克文化公园,https://s.visitbeijing.com.cn/attraction/120936,五棵松奥林匹克文化公园位于西四环五棵松桥东北角。,北京市海淀区五棵松桥东北角,休闲娱乐 | 特色游 | 踏青 | 赏花 | 避暑,https://r1.visitbeijing.com.cn/vbj-s/2017/1011/20171011053331640.jpg
佛香阁,https://s.visitbeijing.com.cn/attraction/120932,佛香阁是北京市颐和园的主体建筑，建筑在万寿山前山高20米的方形台基上。,北京市海淀区新建宫门路19号,特色游 | 登山 | 避暑,https://r1.visitbeijing.com.cn/vbj-s/2017/0928/20170928052507590.jpg
中关村森林公园,https://s.visitbeijing.com.cn/attraction/120931,中关村森林公园位于北京市海淀区唐家岭，总体规划面积为5100，相当于圆明园大小。,北京市海淀区唐家岭,休闲娱乐 | 烧烤 | 踏青 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2017/0927/20170927071706764.jpg
梁启超墓,https://s.visitbeijing.com.cn/attraction/120913,梁启超墓其实是梁启超家族墓园，梁启超、他的两位夫人、弟弟梁启雄还有三位儿子均葬于此地。,北京市海淀区香山卧佛寺路,休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0918/20170918051422653.jpg
苏州街,https://s.visitbeijing.com.cn/attraction/120905,苏州街位于北京的西北郊，是后湖两岸仿江南水镇而建的买卖街，乾隆时仿江南水乡的风貌而建，是专供清代帝后逛市游览的的一条水街。,北京市海淀区新建宫门路19号,休闲娱乐 | 踏青 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2017/0913/20170913044519531.jpg
东岳娘娘庙,https://s.visitbeijing.com.cn/attraction/120903,城子山娘娘庙，也称东岳娘娘庙，建于明代，清朝重修。,北京市海淀区苏家坨镇,登山,https://r1.visitbeijing.com.cn/vbj-s/2017/0913/20170913034834553.jpg
北京植物园樱桃沟,https://s.visitbeijing.com.cn/attraction/120899,樱桃沟位于卧佛寺西北，又名“退谷”“周家花园”，因富于野趣而著称。,北京海淀区卧佛寺路,特色游 | 踏青 | 赏花 | 避暑,https://r1.visitbeijing.com.cn/vbj-s/2017/0912/20170912043958940.jpg
清华学堂,https://s.visitbeijing.com.cn/attraction/120897,德国古典风格的清华学堂青砖红瓦、坡顶陡起，是清华大学标志性建筑之一。,北京市海淀区清华大学内,休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0911/20170911050817153.jpg
慈寿寺塔,https://s.visitbeijing.com.cn/attraction/120859,慈寿寺塔坐落在北京海淀区八里庄慈寿寺内，原名永安万寿塔，又名永安万寿塔、八里庄塔、玲珑宝塔，仿天宁寺塔而建。,北京市海淀区玲珑公园内,特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0829/20170829043537520.jpg
昆明湖,https://s.visitbeijing.com.cn/attraction/120843,昆明湖位于北京的颐和园内，颐和园景区门票30元起，昆明湖是其中著名的景点之一，不另收费，面积约为颐和园总体面积的四分之三。,北京市海淀区新建宫门路19号,特色游 | 踏青 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2017/0824/20170824043424404.jpg
十七孔桥,https://s.visitbeijing.com.cn/attraction/120842,十七孔桥是古代桥梁建筑的杰作。位于北京市西郊颐和园内，颐和园门票30元起，十七孔桥不另收费，是连接昆明湖东岸与南湖岛的一座长桥。,北京市海淀区新建宫门路19号,特色游 | 踏青 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2017/0824/20170824041040983.jpg
鉴园遗址,https://s.visitbeijing.com.cn/attraction/120841,鉴园遗址，位于圆明园长春园东南部，如园东北，长春园东门（也叫大东门）以南，西临长湖，东倚园墙。占地6000平方米，建筑面积1900平方米。,北京市海淀区清华西路28号,遗产古迹 | 休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0824/20170824035222733.jpg
元土城遗址公园,https://s.visitbeijing.com.cn/attraction/120800,元世祖在元四年（1267年）至十三年（1276年）建。现存遗迹为当时之北城墙东段。,北京市海淀区北土城西路,休闲娱乐 | 特色游 | 踏青 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2017/0815/20170815044725839.jpg
九眼楼长城,https://s.visitbeijing.com.cn/attraction/120904,九眼楼长城位于北京市延庆县四海镇。,北京市延庆区四海镇,特色游 | 登山 | 踏青 | 赏花 | 避暑 | 红叶 | 银杏,https://r1.visitbeijing.com.cn/vbj-s/2017/0913/20170913041816103.jpg
白河堡水库,https://s.visitbeijing.com.cn/attraction/120797,白河堡水库位于延庆县香营乡北部，得名于明代要塞靖安堡，因靖安堡扼守白河峡谷，俗名白河堡。,北京市延庆县香营乡北部,特色游 | 踏青 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2017/0815/20170815031131989.jpg
北京莲花山森林公园,https://s.visitbeijing.com.cn/attraction/117888,它不仅因传说“莲花”美女及汉钟离、吕洞宾曾在此山修炼成仙而闻名，更因山奇、水美、林茂、谷幽而引来八方游客。,北京市延庆区大科庄乡政府,特色游 | 登山 | 采摘 | 烧烤 | 踏青 | 赏花 | 避暑,https://r1.visitbeijing.com.cn/vbj-s/2015/0721/20150721105133401.jpg
十三陵·定陵,https://s.visitbeijing.com.cn/attraction/120910,定陵地下宫殿是中国著名地下建筑之一，明代神宗皇帝朱翊钧（1573～1620年）的陵墓。,北京市昌平区天寿山南麓,遗产古迹 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0915/20170915035621169.jpg
英雄大道,https://s.visitbeijing.com.cn/attraction/120844,"英雄大道雕塑区是连接空军英雄历史与胜利未来的精神主线，全长180米、宽24米，中间是以""中国航空之父""冯如为开端的11组铸铜雕塑。",北京市昌平区小汤山镇航空博物馆内,特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0824/20170824045325204.jpg
顶秀美泉小镇,https://s.visitbeijing.com.cn/attraction/120834,顶秀美泉小镇位于，紧临美丽的雁栖河畔。,北京市怀柔区雁栖地区范各庄村,特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0823/20170823042328356.jpg
北京塞隆国际文化创意园,https://s.visitbeijing.com.cn/attraction/120949,北京塞隆国际文化创意园，由首农集团与中国电力传媒集团共同出资打造，东临双桥东路，南抵即将开通的广渠路延长线，园区交通位置优越，占地面积72亩，建筑面积2.4万平方米。,北京市朝阳区双桥东路9号楼1层101号,休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/1204/20171204045803606.jpg
奥林匹克森林公园四季滑雪场,https://s.visitbeijing.com.cn/attraction/120906,奥森四季滑雪场位于北京市标杆性全民健身场所奥林匹克森林公园南园内。,北京市朝阳区奥林匹克森林公园南园国奥村门内,休闲娱乐 | 特色游 | 温泉 | 滑雪,https://r1.visitbeijing.com.cn/vbj-s/2017/0914/20170914050323511.jpg
中国国学中心,https://s.visitbeijing.com.cn/attraction/120902,中国国学中心系奥林匹克公园内首个国家级博物馆，外形似”鼎“设16个展厅。,北京市朝阳区北辰东路9号,博物馆 | 休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0913/20170913032315614.jpg
廉洁奥运主题文化园,https://s.visitbeijing.com.cn/attraction/120895,廉洁奥运主题文化园位于北京市奥林匹克森林公园南园。,北京市朝阳区北辰东路15号,休闲娱乐 | 踏青 | 赏花 | 避暑,https://r1.visitbeijing.com.cn/vbj-s/2017/0911/20170911042821232.jpg
北京奥林匹克公园观光塔,https://s.visitbeijing.com.cn/attraction/120819,北京观光塔最高处为246.8米，为国内第6高。该观光塔位于奥林匹克森林公园南门外，被网友称为”大钉子”。,北京市朝阳区北辰东路15号,休闲娱乐 | 特色游 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2017/0817/20170817050724758.jpg
常营天街购物中心,https://s.visitbeijing.com.cn/attraction/120812,北京龙湖长楹天街购物中心，坐落于朝阳区朝阳北路常营段，无缝连接地铁六号线常营站。,北京市朝阳区朝阳北路,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0816/20170816053056159.jpg
北京国香馆,https://s.visitbeijing.com.cn/attraction/120809,北京国香馆，是一个陈年名酒珍藏馆。,北京南三环路方庄桥西芳星园3区20号楼底商,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2017/0816/20170816045246471.jpg
北京提香高尔夫俱乐部,https://s.visitbeijing.com.cn/attraction/119902,北京提香高尔夫俱乐部位于北京市房山区，是一所球道全长3550码，标准杆36杆的俱乐部，由球场刘军设计。,北京市房山区窦店锦绣路18号,休闲娱乐,https://r1.visitbeijing.com.cn/vbj-s/2016/1116/20161116035846189.jpg
墙子路长城,https://s.visitbeijing.com.cn/attraction/120912,墙子路长城位于北京密云县城东约40公里。周围群山环绕，地势险峻，是明朝长城上的一座重要城池，是北京东部的要隘之一，为兵家必争之地。,北京市密云县大城子镇墙子路村东南方向,特色游 | 登山 | 踏青 | 赏花 | 避暑,https://r1.visitbeijing.com.cn/vbj-s/2017/0918/20170918040616950.jpg
独秀峰,https://s.visitbeijing.com.cn/attraction/120839,位于冯家峪村北两公里的白马关河畔，占地3000亩，景色秀美。,北京市密云区冯家峪村北两公里的白马关河畔,特色游 | 登山 | 踏青 | 赏花 | 避暑,https://r1.visitbeijing.com.cn/vbj-s/2017/0823/20170823054159617.jpg
将军石,https://s.visitbeijing.com.cn/attraction/120838,将军石位于冯家峪镇番子牌村大平台村的南山。,北京市密云区冯家峪镇番字牌村,登山 | 踏青 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2017/0823/20170823052843743.jpg
番字石刻,https://s.visitbeijing.com.cn/attraction/120837,番字石刻，位于北京市密云县番字牌乡番字牌村北小孤山上，为北京市文物保护单位。,北京市密云县冯家峪镇番字牌村,特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0823/20170823051102589.jpg
古北口保卫战纪念碑,https://s.visitbeijing.com.cn/attraction/120806,古北口保卫战纪念碑位于密云县古北口镇东山坡上，于1986年落成。,北京市密云区古北口镇北头村的东山坡,特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0816/20170816034116228.jpg
卢沟桥历史博物馆,https://s.visitbeijing.com.cn/attraction/120799,卢沟桥历史博物馆位于永定河河畔的卢沟桥东的桥头广场，是一座全面展示卢沟桥历史文化的专题性博物馆。博物馆经过全面提升改造、重新布展，以全新的面貌展示卢沟桥800多年的历史。2023年9月15日对游客开放。,北京市丰台区卢沟桥城南街77号卢沟桥景区,休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2024/0614/c98a909c678da2af53be9f6f797de2ea.png
石景山古建筑群,https://s.visitbeijing.com.cn/attraction/120911,石景山主要古建群有：石景山唐代金阁寺遗址碧霞元君庙、元君殿、天空寺、古井等。,北京市石景山区首钢厂区内近永定河,登山 | 踏青 | 赏花 | 避暑,https://r1.visitbeijing.com.cn/vbj-s/2017/0915/20170915042201469.jpg
狼窝港密檐塔,https://s.visitbeijing.com.cn/attraction/120908,狼窝港密檐塔位于斋堂镇西斋堂村，原有三座，呈品字形排列，建于明代顺年间（1459）五月。,北京市门头沟区斋堂镇西斋堂村,特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0914/20170914053526902.jpg
北京七彩蝶园,https://s.visitbeijing.com.cn/attraction/118106,在这里，您可以与蝴蝶共舞；轻松玩转蝴蝶科普世界；亲手制作蝶翅画，体验无限乐趣；领略千年蝴蝶文化，感受蝴蝶历史魅力。,北京市顺义区高丽营镇南朗中村白马路北侧,特色游 | 踏青 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2013/0308/20130308035215922.jpg
北京乡村高尔夫俱乐部,https://s.visitbeijing.com.cn/attraction/117934,这里的高大树木和茵茵绿草会带给你不一样的心情和愉悦。当然了，还有这里的纯朴的乡村风情会让你找到回家的感觉。,北京市顺义区马坡向阳闸南潮白河西侧,特色游,https://r1.visitbeijing.com.cn/vbj-s/2015/0513/20150513050422847.jpg
什院木艺工坊,https://s.visitbeijing.com.cn/attraction/120973,“什院”坐落于北京宋庄镇丁各庄村丁个庄路37号，是由几名志同道合的朋友共同打造的木作空间，希望通过自己的努力让木作这件事变得简单、有趣，让更多的人可以参与进来，以木会友，感受木作的快乐。线下活动包括初级和中级的系统培训、定期的主题木作同城旅游活动，包括承接团建活动等；线上有淘宝、微店两个木工艺术品牌“什良”网店，做工精良、简约。,北京宋庄镇丁各庄村丁个庄路37号,休闲娱乐 | 特色游,https://r1.visitbeijing.com.cn/vbj-s/2018/0606/20180606040949866.jpg
通州东关大桥,https://s.visitbeijing.com.cn/attraction/120915,东关大桥地处北京长安街延长线，跨越北运河（京杭大运河起点）。,北京市通州区新华东街辅路,特色游 | 温泉 | 滑雪,https://r1.visitbeijing.com.cn/vbj-s/2017/0919/20170919042805386.jpg
通州运河文化广场,https://s.visitbeijing.com.cn/attraction/120807,通州运河文化广场位于通州区东关大桥北侧，南临通胡路，西倚运河东岸，为百里长安街东起点、京杭大运河北起点。,北京市通州区芙蓉西路9号,休闲娱乐 | 踏青 | 赏花,https://r1.visitbeijing.com.cn/vbj-s/2017/0816/20170816042744743.jpg
验粮楼,https://s.visitbeijing.com.cn/attraction/120805,验粮楼原名大光楼，又称坝楼，始建于明嘉靖七年（1528），同治十一年（1872）重修，南北添建平台各三间。,北京市通州区北大街,特色游,https://r1.visitbeijing.com.cn/vbj-s/2017/0816/20170816032330708.jpg
